sync_index,person_id,Nose_px,Nose_py,L_Eye_px,L_Eye_py,R_Eye_px,R_Eye_py,L_Ear_px,L_Ear_py,R_Ear_px,R_Ear_py,L_Shoulder_px,L_Shoulder_py,R_Shoulder_px,R_Shoulder_py,L_Elbow_px,L_Elbow_py,R_Elbow_px,R_Elbow_py,L_Wrist_px,L_Wrist_py,R_Wrist_px,R_Wrist_py,L_Hip_px,L_Hip_py,R_Hip_px,R_Hip_py,L_Knee_px,L_Knee_py,R_Knee_px,R_Knee_py,L_Ankle_px,L_Ankle_py,R_Ankle_px,R_Ankle_py,sternum_px,sternum_py,rshoulder_px,rshoulder_py,lshoulder_px,lshoulder_py,r_lelbow_px,r_lelbow_py,l_lelbow_px,l_lelbow_py,r_melbow_px,r_melbow_py,l_melbow_px,l_melbow_py,r_lwrist_px,r_lwrist_py,l_lwrist_px,l_lwrist_py,r_mwrist_px,r_mwrist_py,l_mwrist_px,l_mwrist_py,r_ASIS_px,r_ASIS_py,l_ASIS_px,l_ASIS_py,r_PSIS_px,r_PSIS_py,l_PSIS_px,l_PSIS_py,r_knee_px,r_knee_py,l_knee_px,l_knee_py,r_mknee_px,r_mknee_py,l_mknee_px,l_mknee_py,r_ankle_px,r_ankle_py,l_ankle_px,l_ankle_py,r_mankle_px,r_mankle_py,l_mankle_px,l_mankle_py,r_5meta_px,r_5meta_py,l_5meta_px,l_5meta_py,r_toe_px,r_toe_py,l_toe_px,l_toe_py,r_big_toe_px,r_big_toe_py,l_big_toe_px,l_big_toe_py,l_calc_px,l_calc_py,r_calc_px,r_calc_py,C7_px,C7_py,L2_px,L2_py,T11_px,T11_py,T6_px,T6_py
73769,0,,,,,,,,,,,,,,,317.8615,215.8231,319.7341,213.4902,305.0227,237.0796,310.1827,227.8959,316.9659,234.6683,319.7314,231.6935,315.6894,276.3192,316.8949,271.2207,316.1204,312.5093,317.5351,305.1544,,,,,,,319.0629,211.9625,314.1296,214.4920,322.2282,213.2825,320.8317,215.7558,308.0590,226.8665,302.4623,235.6229,314.4411,228.1671,306.1984,237.6737,311.8045,222.7046,307.3784,225.8496,328.2404,221.5648,326.4393,223.2412,317.2031,266.2215,315.3065,274.4748,314.4035,269.4664,314.4817,271.8845,318.8104,304.2311,316.5567,313.8468,316.3169,305.9860,315.2569,312.0030,311.2280,308.3354,307.6959,320.6800,306.1265,307.8402,303.4210,317.0804,302.3335,308.9298,300.3202,316.1546,321.7140,316.9293,322.1331,309.7731,,,325.0082,214.8982,327.9271,212.1041,,
73770,0,,,,,,,,,,,,,,,317.8748,216.0791,318.9297,213.7733,304.9361,237.3148,308.6845,227.8349,316.8163,234.3755,319.0080,231.2551,316.1224,276.5475,316.6758,271.6275,316.1697,312.3984,317.4684,305.3126,,,,,,,318.1641,212.3230,314.1634,214.7277,321.4872,213.4568,320.9819,216.0424,306.4889,226.7800,302.2992,235.8848,312.5178,228.1270,306.1202,237.8593,311.1351,222.5344,307.1331,225.4510,327.9108,221.6227,326.2907,223.2978,316.8205,266.4791,315.7688,274.6750,314.4543,269.7334,314.7500,272.0553,318.7070,304.3368,316.6385,313.7770,316.2575,306.1814,315.3033,311.8681,310.9484,308.4125,307.8587,320.5385,305.9067,307.9076,303.4141,316.9052,302.0929,309.0812,300.2603,315.9764,321.8099,316.7884,322.0080,309.9476,,,324.7830,215.0075,327.5885,212.2896,,
73771,0,,,,,,,,,,,,,,,317.8647,215.9660,319.8416,213.6163,305.0504,237.4081,311.2036,228.0062,317.1709,234.0821,319.6757,231.3078,316.0040,276.1572,316.7828,271.4410,316.0545,312.3547,317.4337,305.2801,,,,,,,319.1903,211.9677,314.2044,214.6252,322.5466,213.0834,320.9604,216.0754,310.1273,227.1413,302.4351,236.0332,315.8964,228.4073,306.1098,237.8722,311.5976,222.3412,307.3756,225.2685,328.2468,221.5695,326.4722,223.0556,317.1148,266.3485,315.5515,274.3202,314.6760,269.5953,315.0229,271.6726,318.6705,304.3579,316.5076,313.7412,316.2129,306.1388,315.1828,311.8236,310.8687,308.4538,307.6017,320.4882,305.8204,307.8587,303.2171,316.8084,301.9447,308.9090,299.9982,315.8667,321.7000,316.8718,321.9300,309.9935,,,324.9965,214.6678,327.5078,212.2421,,
73772,0,,,,,,,,,,,,,,,317.5948,216.4167,321.5448,214.1568,304.9310,237.2651,315.1460,229.0284,316.9045,234.5648,319.6407,231.8194,315.9672,276.2539,317.0238,271.7061,316.0367,312.4829,317.5895,305.2128,,,,,,,320.7257,213.1209,313.7871,215.0087,324.1683,213.7812,320.7545,216.5427,314.1443,228.3499,302.4598,235.9004,318.3794,229.0487,305.9906,237.7284,312.1919,222.8898,307.7705,225.9238,328.1046,222.0339,326.2977,223.6089,317.3623,266.6541,315.4894,274.4030,314.6719,269.8767,314.9828,271.9487,318.9175,304.2088,316.4417,313.8501,316.3402,306.0646,315.2002,311.9894,311.3669,308.3698,307.5446,320.5937,306.2306,307.7991,303.2794,317.0075,302.4344,308.9229,300.1715,316.0900,321.6232,317.0969,321.9829,309.8635,,,324.8635,215.4084,327.6395,212.2407,,
73773,0,,,,,,,,,,,,,,,317.6045,216.4241,321.7813,214.0679,304.8229,237.4274,315.7792,229.2451,316.8971,234.7053,319.4403,231.7257,315.8800,276.2586,316.9118,271.5656,316.0433,312.4427,317.4685,305.1150,,,,,,,321.1174,212.7412,313.7433,214.9694,324.7247,213.6277,320.8419,216.5577,314.5384,228.6032,302.2613,236.0504,318.5069,229.2484,305.8566,237.8545,311.9647,222.9631,307.5625,226.1682,328.2113,222.2300,326.4767,223.8653,317.2275,266.4825,315.4301,274.4173,314.4904,269.7917,314.6425,272.0241,318.7801,304.1341,316.4309,313.8119,316.2284,305.9144,315.1644,311.9091,311.1666,308.2896,307.4412,320.6408,306.0524,307.7272,303.1740,316.9394,302.2414,308.8433,300.0242,316.0284,321.6189,316.9517,321.9017,309.7322,,,325.1284,215.4906,328.5333,212.3546,,
73774,0,,,,,,,,,,,,,,,317.9311,216.3162,322.0078,214.0236,304.9729,237.3637,315.7714,229.4013,316.9140,234.9941,319.4960,232.1816,315.7807,276.4383,316.7566,271.7011,316.0453,312.2481,317.7000,305.3017,,,,,,,321.3486,212.7077,313.9773,214.8211,324.8964,213.6346,321.1596,216.4000,314.6203,228.7113,302.4185,235.9572,318.5410,229.3548,305.9798,237.8180,312.1294,223.1199,307.8133,226.3634,328.2254,222.6704,326.4682,224.0657,317.0923,266.7836,315.3748,274.5557,314.5943,270.0039,314.6745,272.1258,319.0167,304.3549,316.4644,313.6342,316.4432,306.1249,315.2366,311.7307,311.4060,308.5739,307.6743,320.4800,306.2199,307.9384,303.3500,316.9311,302.5048,309.0428,300.2293,316.0510,321.7456,316.5855,322.1508,309.9082,,,325.2200,215.5995,328.7468,212.3722,,
73775,0,,,,,,,,,,,,,,,317.8697,216.2672,322.4664,214.1297,304.7734,237.2544,317.4220,228.9959,317.0696,234.9058,319.5342,231.8948,315.7888,276.4355,316.9237,271.3376,316.0400,312.3407,317.6919,305.2414,,,,,,,321.4553,212.7289,313.7008,214.7520,325.1871,213.6752,321.1125,216.3758,315.5350,228.3111,302.1898,235.8869,319.4534,228.8946,305.7998,237.6850,312.1588,223.0032,307.8780,226.3007,328.4745,222.2614,326.7336,224.0389,317.2168,266.4866,315.3450,274.5929,314.6025,269.8348,314.6574,272.0726,319.0006,304.3065,316.4653,313.7282,316.4325,306.0745,315.2163,311.8052,311.4976,308.4121,307.6132,320.5869,306.3187,307.8014,303.3981,316.8406,302.5565,308.8875,300.2893,315.8654,321.7037,316.7365,322.1784,309.9380,,,325.2542,215.6050,328.5217,212.3806,,
73776,0,,,,,,,,,,,,,,,317.7523,216.3925,321.3059,214.2393,304.7039,237.2825,316.0072,229.3261,317.0363,234.7145,319.1574,231.6604,316.0292,276.2060,316.9840,271.2605,316.0668,312.3122,317.5507,305.2554,,,,,,,320.2909,212.8800,313.7204,214.9148,324.0568,213.8877,320.9103,216.4604,314.3900,228.6083,302.1401,235.9875,318.3837,229.2456,305.6793,237.5998,311.8361,222.9563,307.8681,226.0747,328.2211,222.1245,326.6155,223.9457,317.1505,266.3941,315.6132,274.4306,314.6685,269.7485,314.6793,271.9020,318.8557,304.2674,316.4852,313.6831,316.3181,306.0920,315.2484,311.7856,311.3042,308.4730,307.6384,320.4974,306.1925,307.8015,303.3299,316.8383,302.4635,308.9226,300.2110,315.8939,321.6903,316.7511,322.1552,309.9644,,,324.9561,215.6678,328.2223,212.4643,,
73777,0,,,,,,,,,,,,,,,317.7903,216.3038,321.0057,213.9303,304.7272,236.7929,315.3758,228.9292,316.9714,234.2659,318.9765,231.3009,315.9335,276.1921,316.9465,270.9622,316.1175,312.2624,317.5282,305.2718,,,,,,,320.2178,212.4607,313.8730,214.7874,323.9294,213.2474,320.9105,216.2719,314.1000,228.2486,302.0624,235.4490,318.2077,228.9206,305.8084,237.2079,311.5325,222.5334,307.6570,225.4705,328.0960,221.7311,326.5041,223.6339,317.1388,266.1491,315.5536,274.4137,314.9562,269.4692,314.7294,271.7179,318.7488,304.2879,316.5546,313.6829,316.3228,306.1198,315.2828,311.7094,311.1144,308.4546,307.7458,320.6067,306.0893,307.8353,303.4332,316.9261,302.3571,308.9881,300.2788,315.9392,321.7287,316.7941,322.0326,309.9690,,,324.8607,215.3786,,,,
73778,0,,,,,,,,,,,,,,,318.1204,216.1986,321.2765,213.9786,304.6910,237.3468,313.5007,228.8651,317.2051,234.3377,319.2259,231.2546,315.6562,276.2925,316.8287,271.0247,316.0771,312.1821,317.7056,305.4214,,,,,,,320.3789,212.3270,313.8712,214.8186,324.2652,213.5328,321.1625,216.3183,312.6311,228.1337,302.1212,235.9737,317.8421,228.9443,305.7788,237.8925,311.6998,222.5277,307.7930,225.4813,328.4190,221.7079,326.7464,223.6382,317.1652,266.4570,315.3360,274.5789,314.5956,269.6184,314.5089,271.8225,318.9555,304.4319,316.5515,313.5984,316.4913,306.2099,315.2246,311.5752,311.3147,308.4858,307.6754,320.4918,306.2954,307.8394,303.3990,316.7788,302.5731,308.9118,300.3125,315.7394,321.6630,316.6272,322.0833,310.0405,,,325.3456,215.3858,,,,
73779,0,,,,,,,,,,,,,,,318.2332,215.8707,321.9507,213.6278,304.6478,237.3034,316.3492,229.1340,316.8940,234.5716,319.1480,231.6370,315.6680,275.9487,316.7280,270.9416,316.0513,312.1467,317.7759,305.2780,,,,,,,321.7161,211.9884,314.1223,214.5998,324.9756,212.9130,321.1812,215.9762,314.8571,228.3276,302.1725,235.7824,319.0873,229.0048,305.8715,237.8456,311.4972,222.7982,307.4317,225.7767,328.2048,222.2875,326.5072,223.8654,317.2474,266.2320,315.3397,274.1997,314.7671,269.4107,314.7054,271.4791,319.0141,304.3638,316.5674,313.5634,316.5398,306.0882,315.2027,311.5966,311.2751,308.5515,307.5933,320.4311,306.1940,307.8084,303.2578,316.7554,302.4157,308.8652,300.0176,315.8394,321.6535,316.7206,322.1937,310.0447,,,325.1977,214.9810,328.5489,212.6352,,
73780,0,,,,,,,,,,,,,,,317.8817,216.1580,323.0552,214.1328,304.5698,237.6100,316.9100,229.3383,316.9765,235.0538,319.5468,231.9959,315.8022,276.1112,316.9663,271.1599,316.0243,312.0938,317.8448,305.4435,,,,,,,322.1967,212.4450,313.6253,214.7421,325.6422,213.4684,320.9168,216.2743,315.0180,228.4962,302.0379,236.1163,319.2802,229.2367,305.7141,238.1666,312.0543,223.2067,307.6890,226.4114,328.4244,222.6673,326.6724,224.3706,317.3588,266.5251,315.4918,274.3670,314.6924,269.6817,314.6895,271.7234,319.1425,304.5297,316.5050,313.5004,316.6032,306.2494,315.1902,311.5805,311.5096,308.5919,307.6122,320.3262,306.4404,307.8770,303.3666,316.6380,302.7195,308.9086,300.2923,315.6609,321.6043,316.6360,322.2365,310.1327,,,325.3950,215.4444,328.8674,212.6523,,
73781,0,,,,,,,,,,,,,,,317.6715,215.8901,321.5881,213.5450,304.9074,237.1236,314.0887,228.4388,316.4342,234.0506,319.1632,231.0487,315.6031,276.2731,316.7547,271.1907,315.9344,312.5421,317.6220,305.3518,,,,,,,320.7202,211.7057,313.6023,214.5032,324.4551,213.3003,320.7323,216.0272,312.6291,227.6800,302.5825,235.6069,316.8561,228.5286,305.8858,237.7522,311.3957,222.2750,307.4046,225.5106,327.8668,221.9168,326.2133,223.6203,317.0496,266.0025,315.3106,274.5668,314.4510,269.4677,314.5181,271.8404,319.0157,304.3305,316.3547,313.9987,316.3132,306.2006,314.7979,312.0294,311.8666,308.5864,307.1550,320.8791,306.7970,307.8594,303.0592,317.2159,302.7098,308.9690,299.8810,316.3599,321.4698,316.9047,322.4657,310.1475,,,325.0129,215.0166,,,,
73782,0,,,,,,,,,,,,,,,318.2406,215.8517,322.0001,213.3977,304.5152,237.1958,314.1004,228.5661,316.9824,233.8941,319.7050,230.8454,315.8402,276.3667,316.8224,271.1703,316.0472,312.2636,317.7176,305.4209,,,,,,,320.6730,211.6074,314.0854,214.5148,324.9444,213.0505,321.3852,216.0199,312.5361,227.7672,302.1905,235.6250,317.0898,228.5473,305.4038,237.8477,311.6239,222.2558,307.6023,225.4542,328.6703,221.7075,326.9730,223.5257,317.1247,266.1151,315.5525,274.6535,314.4747,269.4754,314.7682,271.8645,319.0026,304.3380,316.4766,313.7284,316.4362,306.2605,314.9991,311.7098,311.7629,308.6321,307.4818,320.7729,306.5684,307.9232,303.2063,317.0937,302.6543,309.0633,300.0087,316.2264,321.6126,316.4849,322.3020,310.0967,,,325.6934,215.0387,,,,
73783,0,,,,,,,,,,,,,,,318.1015,216.0379,321.9273,213.6118,304.4493,237.4890,315.0188,228.6926,317.5682,234.4186,320.0232,231.3230,315.9985,276.4997,316.3272,271.4979,316.1283,312.6135,317.4980,305.4726,,,,,,,320.4891,211.7072,313.9366,214.7013,324.7151,213.3001,321.2988,216.1594,313.1219,227.9815,301.9099,235.9450,317.6862,228.6047,305.3141,238.1156,311.9600,222.3522,308.1542,225.7852,328.8540,222.2115,327.2072,223.9882,316.5976,266.4410,315.7119,274.7663,314.0772,269.7323,314.7968,272.1517,318.7452,304.4267,316.5803,314.0405,316.3002,306.3044,315.0739,312.0549,311.4112,308.6152,307.5918,320.9471,306.3684,307.9512,303.2571,317.1479,302.5687,309.0795,300.1149,316.2630,321.5656,316.9291,322.1160,310.0135,,,325.7336,215.4107,,,,
73784,0,,,,,,,,,,,,,,,317.3162,215.8584,321.4905,213.4049,304.3477,237.5792,314.5355,228.6528,317.6930,234.6015,319.8611,231.3533,316.0145,276.2484,315.8491,271.2609,315.8439,312.5100,317.1021,305.3044,,,,,,,319.9546,211.5308,313.3344,213.4870,324.5056,213.1317,320.5610,216.0127,312.6752,227.8275,301.7427,235.9414,317.3555,228.5238,305.3102,238.1767,311.7962,222.5294,308.1421,226.0330,328.8610,222.1570,327.3088,224.1311,316.0916,266.2739,315.6897,274.5350,313.9739,269.5253,314.9109,271.9371,318.3745,304.2580,316.3810,313.9690,315.7999,306.1358,314.7172,311.9553,311.0711,308.4398,307.5165,320.8937,305.8420,307.7059,303.1032,317.0510,301.8263,308.7944,299.7893,316.0956,321.4837,316.9306,322.0081,309.9524,,,325.6363,215.2737,328.9240,212.9283,,
73785,0,,,,,,,,,,,,,,,316.0599,216.5720,323.0269,214.0252,304.4187,237.7634,316.9487,228.6626,317.0665,234.7106,320.2355,231.5783,316.0577,276.6365,315.8904,271.7729,315.4622,312.6705,316.3125,305.5156,,,,,,,321.2765,211.8964,311.9750,215.0453,325.4634,213.3873,319.3284,216.5147,314.7631,227.8643,301.9345,236.2720,318.9508,228.5460,305.3340,238.3647,312.7379,222.6968,308.0111,226.0667,328.5984,222.2381,326.8048,224.0989,316.2275,266.6631,315.6043,274.8035,313.9511,269.8306,315.2126,272.3262,317.8104,304.5637,315.8906,314.1377,315.0759,306.3166,314.4081,312.2085,310.8784,308.3764,306.6678,321.0312,305.8185,307.4565,302.5716,317.2725,301.6928,308.4566,299.5053,316.3506,321.2281,316.9383,321.3329,310.4322,,,325.3727,215.5780,,,,
73786,0,,,,,,,,,,,,,,,316.0675,216.3715,322.8771,213.9043,304.4707,237.7601,316.5745,228.6962,317.1922,234.8961,320.3870,231.5720,315.5497,276.7896,315.5998,271.7649,315.4847,312.6800,316.7084,305.3685,,,,,,,321.0916,211.8993,311.6821,214.9041,325.3202,213.3877,319.1378,216.3983,314.3695,227.8983,301.9635,236.1122,318.7872,228.5957,305.2926,238.3627,312.9847,222.6978,308.2048,226.2779,328.7255,222.3676,326.9249,224.3591,316.1303,266.7112,315.2998,274.9856,313.7996,270.0339,314.5873,272.5714,318.1582,304.4671,315.9341,314.0904,315.4576,306.1839,314.4344,312.2042,311.3432,308.0002,306.8231,320.8570,306.3129,306.9679,302.6710,317.1676,302.2466,307.7883,299.5758,316.2547,321.2172,316.8464,321.5977,310.4886,,,325.5170,215.3300,327.4996,212.9978,,
73787,0,,,,,,,,,,,,,,,315.2545,216.2718,321.8837,213.3807,304.7089,237.3456,315.6317,227.5970,317.6357,234.8263,320.4105,231.2138,315.5710,276.6817,315.5885,271.3277,315.3963,312.1392,316.7269,304.8156,,,,,,,320.1294,210.8949,311.2226,214.8934,324.7396,213.0566,318.6839,216.2604,313.3728,226.8679,302.2959,235.6323,318.0573,227.5227,305.7207,237.8653,312.4128,222.2519,308.4153,225.7827,329.0391,222.1329,327.2604,224.1953,316.0917,266.3055,315.4948,274.9239,313.9772,269.9529,314.5738,272.4995,318.2527,303.8628,315.9507,313.5445,315.5957,305.6037,314.2779,311.6997,311.5498,307.0754,306.8566,320.6265,306.4396,305.9815,302.4069,317.0106,302.2216,306.9361,299.1796,316.3403,321.3266,316.3067,321.8176,310.3066,,,325.5025,215.1977,,,,
73788,0,,,,,,,,,,,,,,,314.4160,215.9170,320.5889,213.0281,304.4650,237.3135,315.7846,227.4382,318.4450,234.2839,321.1895,231.1210,315.4936,276.5649,315.7727,270.9649,315.1454,312.5071,316.8870,304.1873,,,,,,,317.8857,210.9037,310.1109,214.6901,323.0499,212.6552,317.6554,215.8842,313.3369,226.7359,301.9850,235.7069,318.3161,227.2938,305.2860,237.8221,313.0769,222.1117,308.9813,225.7065,329.6512,221.9725,327.9197,223.7584,316.3513,266.1232,315.3655,274.7803,314.2121,269.8666,314.7712,272.6023,318.4442,303.2103,315.7295,313.8905,315.6933,305.0258,314.0495,312.0370,311.7443,306.5076,306.5661,320.9552,306.7250,305.3779,302.0374,317.4315,302.4737,306.3157,298.6893,316.7307,321.2195,316.5519,321.9654,309.6576,,,325.9293,214.4497,327.8338,212.7883,,
73789,0,,,,,,,,,,,,,,,314.2342,215.6223,321.5969,212.7923,304.3627,236.9545,317.8931,227.1027,318.3991,233.6836,321.3399,230.8615,315.4597,275.6237,315.8533,270.4086,315.3673,312.0185,317.0157,303.9049,,,,,,,319.2302,211.0442,309.8509,214.4760,323.9973,212.5211,317.2640,215.6928,315.3282,226.3528,301.7478,235.4465,319.9321,226.9626,305.1520,237.2609,313.4171,221.7433,309.0045,224.9913,329.8137,221.9030,328.0820,223.4108,316.5588,265.4880,315.3110,273.8669,314.3194,269.0782,314.8973,271.4570,318.6719,303.1628,315.7945,313.3542,315.6555,304.7219,314.4107,311.5391,312.0597,306.1709,306.5962,320.5077,306.8322,304.8557,302.0399,316.8572,302.6195,305.6138,298.7566,316.1719,321.2955,316.1637,321.8867,309.6917,,,326.0887,214.3478,327.7629,212.8483,,
73790,0,,,,,,,,,,,,,,,313.3560,215.8221,322.2886,213.1930,303.9123,236.9452,320.3811,227.6057,317.9488,233.8266,322.1309,231.0881,315.1611,275.6978,317.1796,270.0419,314.7147,311.9537,318.4127,303.6583,,,,,,,320.1119,211.2013,309.1315,214.5817,324.4806,212.8973,316.1254,215.6532,317.8761,226.8575,301.2848,235.4715,322.1532,227.4135,304.6160,237.1274,314.7180,222.0046,308.7313,225.3416,329.8311,222.1153,327.5722,223.5066,318.0020,265.2300,315.2487,273.8461,314.9635,268.7116,314.8896,271.6015,320.1271,302.7529,315.1264,313.3186,316.8829,304.4141,313.8918,311.5159,313.9586,306.0492,306.5306,320.4122,308.6341,304.9435,302.2759,317.0277,304.4345,305.6455,299.0249,316.2123,320.7133,315.9309,323.1775,309.0706,,,325.7865,214.3924,327.4788,212.9289,,
73791,0,,,,,,,,,,,,,,,312.9979,215.2283,325.0096,212.6857,303.7438,236.6993,322.3175,227.2828,317.4374,233.3896,323.5153,230.5328,314.7184,274.6681,318.9252,268.8561,315.8871,311.3696,322.1946,302.5995,,,,,,,324.6592,211.1379,309.1826,214.2552,328.2593,211.4789,315.7639,215.3611,320.4038,226.4895,301.0947,235.1785,324.3301,227.0913,304.3123,236.8423,316.4867,221.0277,308.8882,224.6166,330.3359,221.0619,327.0530,222.6424,319.7968,264.4016,314.4783,272.7209,315.7911,267.8552,314.7417,270.8077,324.1061,301.7481,315.8842,312.5250,320.4761,303.4053,315.4404,310.9190,318.1635,305.0750,307.7810,319.3932,312.7772,304.2688,303.4961,316.2174,308.3163,305.1829,300.2857,315.5821,321.5599,315.5434,326.9201,307.8312,,,326.0953,213.7474,327.6920,212.9502,,
73792,0,,,,,,,,,,,,,,,312.9767,214.9034,325.2841,212.3732,303.2458,236.2774,322.7645,226.4366,318.3559,232.8171,324.3109,230.4258,314.9462,274.0910,319.9814,268.2364,315.9020,311.2290,324.4523,302.8708,,,,,,,324.3919,210.7183,309.1427,213.8676,328.1522,211.1091,315.6209,214.9344,320.7911,225.6400,300.8554,234.6588,324.5972,226.5014,303.5758,236.5848,317.1348,220.8670,309.6526,224.2323,330.9361,220.5109,327.7500,221.8748,321.0269,263.8193,314.7015,272.1177,316.5495,267.5783,315.0409,270.3005,326.6853,302.0148,316.0263,312.4129,322.7251,303.7116,315.4128,310.8203,320.4348,305.4672,308.0315,319.4860,314.7113,304.5833,303.6170,316.1762,310.3070,305.4562,300.4918,315.5647,321.6263,315.5088,329.5918,307.8637,,,326.4916,213.1943,327.9844,212.4712,,
73793,0,,,,,,,,,,,,,,,313.2397,216.5881,326.4704,212.7714,302.8889,237.0367,322.8164,226.5644,318.1226,233.8752,323.7467,231.0891,315.1863,273.9568,321.6734,268.1936,315.8888,311.3549,327.1220,302.2811,,,,,,,325.6866,210.7484,308.8095,214.0211,329.4767,212.3128,315.7657,216.3899,320.2238,225.5974,300.6545,235.4815,324.5359,226.8332,303.2104,237.4189,316.8539,221.7399,309.2914,225.0809,331.0436,221.5080,328.0924,223.2983,322.7387,263.8843,314.8501,271.8534,317.8520,267.6275,315.7375,270.3615,329.5215,301.5202,315.9000,312.3735,325.6025,303.0718,315.4771,310.9360,323.2526,305.2480,307.6004,319.3947,317.5814,304.5544,303.6271,316.2166,313.2073,305.6473,300.6283,315.6712,321.7996,315.3587,332.5014,306.6300,,,327.2164,214.8872,328.9452,212.4826,,
73794,0,,,,,,,,,,,,,,,313.0167,216.4074,326.8787,212.5379,302.9712,236.6977,325.0189,226.7745,319.0302,233.2097,325.3937,230.1700,315.5178,273.9258,323.2476,266.6623,316.1690,310.9937,330.8857,300.0173,,,,,,,325.3668,211.0368,309.0588,213.1250,329.5867,211.4967,315.3136,216.2113,322.6183,225.9627,300.4162,235.1298,326.7820,226.9332,303.3884,237.0364,317.7256,221.1444,310.5018,224.5520,331.8843,220.7369,328.4919,222.6361,324.1324,262.5849,314.7723,271.7097,319.4512,266.6788,316.1600,270.2717,332.9845,299.2462,316.2472,311.9236,329.4085,300.9882,315.8426,310.4738,326.6241,303.2336,307.5026,318.8934,320.7160,302.9965,303.5914,315.8677,316.3231,304.4208,300.5838,315.5658,322.1635,314.9660,336.3418,304.2289,,,327.3417,213.7565,329.7866,212.7941,,
73795,0,,,,,,,,,,,,,,,314.0510,216.6551,327.7388,212.7334,303.9157,235.6947,326.3915,226.6887,319.8181,233.1404,326.4247,229.5936,315.6634,273.1433,324.9315,264.7267,316.1333,311.1952,334.5296,297.7911,,,,,,,326.2861,211.7118,310.3751,213.8041,329.7074,212.0344,316.1039,215.5113,323.9911,225.7024,301.4123,234.0774,328.2232,226.5794,304.5581,235.9220,317.5004,220.3893,311.2092,223.7363,333.1154,219.5811,329.5741,221.9589,325.5524,260.4941,315.1329,271.0042,321.3542,264.8951,316.6470,269.3124,336.7728,296.7972,316.2004,312.1664,332.9994,298.9295,315.7559,310.5831,330.9561,300.9423,307.5451,319.0556,324.4793,300.9946,303.3061,315.9049,320.2093,302.6313,300.0725,315.6091,322.3509,315.1687,340.2978,301.9694,,,328.2528,214.2752,331.2522,213.6514,,
73796,0,,,,,,,,,,,,,,,314.2485,217.0431,330.3848,212.3609,304.7317,234.9902,327.7978,225.7557,321.6215,232.5429,329.2130,228.9964,316.2786,272.9841,328.0644,264.8606,315.7765,311.3432,337.2231,297.5964,,,,,,,326.5759,212.1523,309.7352,214.1801,332.3008,212.5763,316.9682,215.8676,325.2868,225.0932,302.4374,233.3236,329.1606,225.6555,305.0144,235.2548,319.9120,220.5394,312.9697,223.5684,334.6147,219.5176,331.2273,221.8512,329.0752,260.6785,315.9335,270.8165,324.4279,264.8164,317.4477,269.1252,339.4821,296.5412,316.5389,312.4844,335.6496,298.8271,314.8312,310.6655,333.4261,300.7184,307.7905,319.3219,327.2790,300.8031,303.2009,316.1013,323.2942,302.4364,299.9024,315.6775,321.9972,315.9831,342.5981,301.7714,,,329.3421,214.5666,,,,
73797,0,,,,,,,,,,,,,,,315.8561,215.7672,331.6634,212.6880,305.8076,234.2860,329.5012,226.4424,323.3952,231.9260,331.5052,228.8699,317.1210,272.6077,330.4979,264.4678,315.7000,311.7539,340.1625,297.4631,,,,,,,328.0177,212.5547,310.6556,214.6609,333.3489,212.9035,319.3921,214.8849,327.2965,225.4360,303.2193,232.7182,331.1280,226.2807,306.0616,234.6177,322.4225,220.1337,314.8345,223.1528,337.0833,219.9634,333.3671,221.8198,331.6063,259.9433,316.6319,269.8837,326.7820,264.4409,318.3802,268.8372,342.3158,296.2364,316.1170,313.0549,338.5508,298.6711,314.8409,311.1335,336.3505,300.6903,307.8176,319.5713,330.1931,300.7234,303.2365,316.4477,326.0260,302.2722,300.1477,315.7966,322.1196,316.5650,345.4805,301.6637,,,332.2272,214.9820,,,,
73798,0,,,,,,,,,,,,,,,316.2320,216.4058,332.4969,213.0776,306.4941,234.1447,329.8137,226.4619,324.1900,231.9302,332.3044,229.0411,317.8627,271.7629,331.6201,264.2983,315.6891,311.9390,340.6482,297.8538,,,,,,,327.6704,212.9064,311.0844,215.1395,334.5552,213.1786,319.1777,216.3498,327.4769,225.5512,304.0932,232.6618,331.3181,226.2116,306.8797,234.3338,323.6224,219.8905,315.7155,223.1735,337.6569,220.0108,333.7855,221.6290,332.7958,259.6902,317.2894,269.2334,327.5404,264.3156,319.3896,268.1673,342.8295,296.7993,315.9115,313.0673,338.9477,299.0494,314.9741,311.2918,336.7344,301.1036,307.5944,319.6854,330.5136,301.0418,303.2472,316.6921,326.4166,302.5071,300.3875,316.1122,322.0060,316.7298,345.7615,302.1100,,,332.9178,215.4563,,,,
