sync_index,person_id,Nose_px,Nose_py,L_Eye_px,L_Eye_py,R_Eye_px,R_Eye_py,L_Ear_px,L_Ear_py,R_Ear_px,R_Ear_py,L_Shoulder_px,L_Shoulder_py,R_Shoulder_px,R_Shoulder_py,L_Elbow_px,L_Elbow_py,R_Elbow_px,R_Elbow_py,L_Wrist_px,L_Wrist_py,R_Wrist_px,R_Wrist_py,L_Hip_px,L_Hip_py,R_Hip_px,R_Hip_py,L_Knee_px,L_Knee_py,R_Knee_px,R_Knee_py,L_Ankle_px,L_Ankle_py,R_Ankle_px,R_Ankle_py,sternum_px,sternum_py,rshoulder_px,rshoulder_py,lshoulder_px,lshoulder_py,r_lelbow_px,r_lelbow_py,l_lelbow_px,l_lelbow_py,r_melbow_px,r_melbow_py,l_melbow_px,l_melbow_py,r_lwrist_px,r_lwrist_py,l_lwrist_px,l_lwrist_py,r_mwrist_px,r_mwrist_py,l_mwrist_px,l_mwrist_py,r_ASIS_px,r_ASIS_py,l_ASIS_px,l_ASIS_py,r_PSIS_px,r_PSIS_py,l_PSIS_px,l_PSIS_py,r_knee_px,r_knee_py,l_knee_px,l_knee_py,r_mknee_px,r_mknee_py,l_mknee_px,l_mknee_py,r_ankle_px,r_ankle_py,l_ankle_px,l_ankle_py,r_mankle_px,r_mankle_py,l_mankle_px,l_mankle_py,r_5meta_px,r_5meta_py,l_5meta_px,l_5meta_py,r_toe_px,r_toe_py,l_toe_px,l_toe_py,r_big_toe_px,r_big_toe_py,l_big_toe_px,l_big_toe_py,l_calc_px,l_calc_py,r_calc_px,r_calc_py,C7_px,C7_py,L2_px,L2_py,T11_px,T11_py,T6_px,T6_py
73361,0,,,,,,,,,,,,,,,641.5658,214.8195,602.6117,217.3954,633.7695,230.8127,591.3762,233.6869,623.5142,232.7998,605.6594,234.2032,618.7746,276.5631,604.6103,276.7122,617.8003,313.5887,609.3058,313.8651,,,,,,,597.3120,217.6265,,,607.4571,217.2863,642.8256,215.0599,588.9247,233.2265,632.1396,229.9040,591.6218,233.9225,636.2939,231.2887,599.5299,225.2528,619.6244,223.8288,620.3448,222.1223,629.7997,221.6415,601.8288,272.7051,622.8311,272.6287,610.4794,273.1432,611.3707,273.0616,606.5790,315.6270,621.7310,314.0925,609.9288,313.8483,615.1861,313.8972,596.4083,321.3832,617.8754,320.7656,595.2561,319.3248,610.1997,318.2078,594.5711,319.4845,604.2948,318.9472,622.1761,317.3567,614.5119,318.3663,,,624.9129,216.6940,,,,
73362,0,,,,,,,,,,,,,,,641.6530,214.7191,602.7884,217.5411,633.8725,232.7310,591.2075,233.7538,624.2258,234.3080,607.3133,233.9052,618.6617,276.7458,603.6243,277.2460,617.6635,314.7237,609.6824,313.0349,,,,,,,597.5294,217.6595,,,607.2194,217.5143,643.9099,214.8658,588.5904,233.3126,632.1793,232.0066,591.3958,233.9941,636.2423,232.9266,600.3572,224.8949,619.4109,224.1953,621.6871,221.9311,630.9924,222.3438,601.0382,273.5016,622.7003,273.0425,609.1472,273.7157,611.2884,273.9351,607.3429,315.8729,621.3752,314.2850,609.8746,313.6889,615.0636,315.2936,596.3995,322.0778,617.1141,321.4681,594.7584,320.2810,608.6692,323.8874,593.7994,319.1127,602.9790,322.3850,622.3164,318.7931,615.4825,317.7035,,,625.9036,216.0903,,,,
73363,0,,,,,,,,,,,,,,,641.1702,217.6929,602.3027,213.9980,633.8263,238.9623,590.5305,227.5378,624.0164,236.4436,605.7209,232.4133,617.9563,280.2988,603.4208,274.5830,617.3316,315.9935,609.8948,310.5003,,,,,,,,,,,608.0213,214.2095,642.9819,217.5355,588.0165,226.9404,632.2784,238.3275,590.7463,227.2948,636.1978,239.7723,599.6338,221.9064,619.5434,226.8779,620.7899,221.4540,630.2822,223.4950,600.6941,269.3706,622.2401,278.6567,609.2304,273.2571,610.4568,274.7845,607.4889,309.2897,620.8742,318.1228,610.2668,311.6860,614.7392,315.7688,596.7120,314.5127,616.6904,327.3831,595.1147,315.0235,608.5943,323.4945,593.9742,317.4135,602.7870,323.4916,622.0419,319.2930,615.6521,313.7083,,,625.0612,216.1293,,,,
73364,0,,,,,,,,,,,,,,,,,602.8387,217.4035,634.0178,232.3732,589.6850,233.4560,624.1827,235.4875,605.1622,234.4550,617.7699,280.9517,603.0775,275.0292,616.4718,315.1436,609.6370,310.6431,,,,,,,597.9068,217.5575,,,607.3739,217.3103,,,587.2441,232.9979,632.4790,231.2688,589.9536,233.6099,636.3665,232.4783,599.4285,225.2175,619.5038,226.2987,620.6369,222.5224,630.1301,223.7322,600.5100,269.6035,622.0670,279.2195,608.9844,273.8092,610.4963,274.7973,607.4135,309.2240,619.8956,317.1994,609.9157,311.8614,613.9613,314.9219,596.3862,314.1074,615.8085,326.3606,594.7860,314.3222,607.7785,322.7250,593.5949,316.3317,602.2881,322.5388,621.1855,318.8482,615.4081,314.2443,,,625.3191,216.7246,,,,
73365,0,,,,,,,,,,,,,,,641.7342,214.6370,602.8705,217.6244,634.4746,232.8471,588.9780,233.6310,624.1576,235.2444,604.1489,234.6616,617.5381,276.8020,602.8748,276.8905,614.8301,313.3444,608.4075,312.1129,,,,,,,597.9241,217.8312,641.7926,214.4402,607.0014,217.5677,643.0835,214.6444,586.5535,232.8793,632.8847,231.9907,589.1665,233.6642,636.9377,232.9340,599.0818,224.9627,620.6530,225.0401,619.7874,223.1222,629.8942,223.3912,599.8208,272.8481,622.2231,273.3030,609.1288,273.5515,609.6878,273.3376,605.7765,312.8432,618.6672,313.8363,608.8314,312.5329,612.4384,313.5838,594.6156,319.6806,615.2264,319.9121,593.6386,317.7727,607.3617,317.6279,592.7439,318.1667,601.9940,318.3993,619.6204,317.4919,613.4336,315.9402,,,624.8765,216.2272,,,,
73366,0,,,,,,,,,,,,,,,,,601.6622,217.8068,634.4230,232.2102,587.5543,233.1597,625.0538,235.5445,605.3889,234.5383,617.1029,280.7188,603.1710,275.1978,614.3402,314.2632,608.1406,310.1000,,,,,,,597.4810,218.0274,,,605.4484,217.7468,,,585.1440,232.5012,632.8298,231.2861,587.5348,233.3441,637.0568,232.4954,599.1390,224.7597,621.5486,226.1375,619.7624,222.5819,630.2096,223.4567,600.2021,269.4536,622.0266,279.1797,609.1205,273.8478,609.2757,274.6905,605.6104,308.7983,618.3576,316.1989,608.5416,311.1775,611.9157,314.0868,595.1354,314.1444,615.3014,325.9903,593.6401,314.6719,607.3228,322.6060,592.4076,316.6808,602.2648,322.4609,618.7473,317.8475,613.0890,312.7000,,,624.9137,217.1157,,,,
73367,0,,,,,,,,,,,,,,,641.5322,214.9235,599.6829,217.9986,634.5155,231.9493,585.5587,233.4287,625.1948,234.8364,605.4907,235.0356,616.4404,276.0625,602.8696,276.7598,612.5940,311.9715,607.8483,310.5656,,,,,,,596.5861,218.3093,,,603.8268,217.9218,,,583.3401,232.6439,633.0140,230.9658,585.5621,233.7358,637.0326,232.0808,599.1652,225.5773,621.7106,225.3836,619.5573,223.1840,630.0939,222.8411,599.5954,272.6313,621.5850,272.8123,609.1418,273.3512,608.4923,272.8106,605.0485,310.7394,617.0734,312.3588,608.3488,311.0457,610.0027,312.2848,594.2629,318.6147,613.9819,318.9312,593.2683,317.2789,606.4119,316.6849,592.3422,318.1028,601.2663,317.7296,616.9817,316.1125,612.2554,314.0035,,,624.4680,216.5800,,,,
73368,0,,,,,,,,,,,,,,,642.0136,214.7445,599.1887,217.8395,634.9041,231.9567,584.7085,232.8801,626.4653,235.3419,605.8622,235.1354,616.1307,276.0441,602.5920,276.5096,611.2348,312.0781,608.0425,310.2709,,,,,,,596.7822,218.1354,642.1864,214.5644,602.7822,217.8266,643.8174,214.8396,582.6359,231.7307,633.2094,230.9937,584.9125,233.0798,637.3639,232.2543,598.4940,226.0463,621.8200,226.0414,620.1503,223.4594,631.2150,223.1750,599.4909,272.6535,621.2171,273.1866,608.3003,273.4015,608.1043,273.0272,605.7024,310.2143,615.9695,312.5205,608.2387,310.7183,608.6917,312.5099,594.3334,317.8820,613.2349,319.1207,593.0045,316.4753,605.9601,316.8438,591.8773,317.1763,601.2507,317.8319,615.9967,316.3385,612.8475,313.7154,,,624.9305,216.4030,,,,
73369,0,,,,,,,,,,,,,,,641.6220,214.9917,598.2425,217.9309,634.9924,232.1218,582.9180,231.9706,626.0958,235.1245,605.8797,235.3467,616.2796,275.2747,602.1292,275.6919,611.3611,311.4396,607.5444,310.0333,,,,,,,595.9409,218.1677,642.4186,214.8129,600.9840,217.8595,643.7350,215.5128,581.5180,231.1034,633.4428,231.2068,583.4592,232.2827,637.4046,232.4038,598.2621,226.1930,621.4184,225.6720,619.7891,223.4936,630.5506,223.1965,599.0003,271.6886,621.0587,272.2797,607.7459,272.4090,608.3517,272.0291,605.0517,309.9590,615.7828,311.8939,607.8454,310.4473,608.8843,311.8379,594.2568,317.7967,612.9433,318.1438,592.9037,316.4735,605.7316,315.8432,591.7450,317.1647,600.8170,316.6214,615.9573,315.9390,612.2573,313.4329,,,624.5790,217.1840,,,,
73370,0,,,,,,,,,,,,,,,641.7042,214.9939,596.9733,218.0224,634.8738,231.2718,579.6044,231.9701,625.6417,234.5737,605.4180,234.7375,616.7044,275.4667,601.5980,275.5695,611.5534,312.5129,607.0588,310.9778,,,,,,,595.3329,218.2933,642.7449,214.8189,599.1425,217.9293,643.9397,214.8968,577.3985,231.3306,633.3249,230.7099,580.4742,232.2629,637.2103,231.9340,597.8916,225.7304,620.9348,225.4129,619.5037,223.0466,630.0764,222.9713,598.6307,271.3136,621.6586,272.5330,607.0534,272.3773,608.8885,272.4072,604.7712,310.9110,615.9307,312.9909,607.4049,311.3525,608.9519,312.9813,594.1619,318.3044,612.9344,319.2364,592.7895,316.8610,605.5777,316.6965,591.4973,317.3994,600.5825,317.2623,616.0769,317.1153,611.6568,314.8992,,,624.4992,217.3777,,,,
73371,0,,,,,,,,,,,,,,,642.5475,215.4004,598.2318,217.9642,635.2538,233.5158,578.3644,230.5405,624.9416,235.5191,604.0326,235.0734,617.0358,275.8880,600.2428,275.0455,611.8135,311.9936,606.9391,310.6304,,,,,,,,,643.4833,215.2977,599.2593,217.8831,644.7473,215.6567,577.2785,230.4603,633.7596,233.4231,578.7229,230.6553,637.4456,234.0764,598.4388,225.8238,621.2446,225.2805,618.3679,223.6486,629.0892,223.6656,597.1162,271.2548,621.9846,272.5967,606.1714,272.4355,609.3474,272.4333,604.5139,310.4683,616.2356,312.4826,607.3956,311.1455,609.2356,312.4882,594.1450,317.9793,614.0452,318.5913,593.1083,316.9695,606.5475,316.8179,591.8618,317.7631,601.1470,318.3607,615.9596,316.3987,611.6409,314.0208,,,624.4394,216.6758,,,,
73372,0,,,,,,,,,,,,,,,641.8665,214.9918,599.3847,218.0029,635.6276,231.3741,600.5538,237.9081,625.7086,235.0520,604.4479,235.3642,617.5119,275.5748,598.9328,274.7949,612.0310,312.1345,605.8881,310.3818,,,,,,,,,642.7259,214.8241,600.6837,217.9714,644.4266,215.0639,599.5457,238.2328,634.0987,231.0946,600.0300,238.5119,637.6578,232.3741,598.2483,226.2131,621.2165,225.1658,617.9964,223.8487,628.9462,223.5583,595.6640,271.1179,622.5264,272.7513,604.0638,272.2655,610.0222,272.4500,603.0934,310.3436,616.5319,312.5124,606.4589,310.8414,609.3146,312.5541,593.4730,318.2417,614.4871,318.8735,592.5450,317.0552,606.7273,317.1745,591.4693,317.7634,601.6887,318.6831,616.6245,316.2285,610.4830,313.3561,,,623.5527,216.5859,,,,
73373,0,,,,,,,,,,,,,,,641.2202,215.2668,598.5511,218.1532,635.3493,232.8202,598.0461,234.9700,623.9348,235.4081,602.0315,235.2504,618.7885,276.3378,598.0229,275.2303,612.2091,313.6536,604.1528,308.9029,,,,,,,597.0265,218.2476,,,600.2921,218.1235,641.7245,215.2318,594.1254,235.9098,634.1567,232.4226,595.7474,235.5214,637.4811,233.4871,597.9590,225.6981,621.5815,225.8549,615.0161,224.3511,626.2456,224.4598,594.5853,271.0935,623.5967,272.7111,604.1539,272.6524,610.6734,273.3978,601.2879,307.3757,616.6502,315.2733,604.9371,310.1800,609.2618,313.6693,592.6807,313.4377,616.2807,325.0953,592.4779,314.3393,608.9671,321.4130,592.1875,316.2740,604.4154,322.1353,615.0976,316.7774,607.8197,311.1810,,,621.4789,217.5464,,,,
73375,0,,,,,,,,,,,,,,,640.4448,215.9384,594.6336,217.8788,635.2363,234.0655,592.4832,235.1863,623.6602,236.1290,600.7806,237.0108,619.0275,278.0035,592.0021,275.9307,611.8691,312.7427,601.9845,310.1480,,,,,,,594.9951,217.9350,642.4246,215.0563,598.4278,217.7404,640.1494,215.7973,590.1618,235.3666,634.3829,233.4412,591.0360,235.2794,636.9550,234.4941,596.7832,227.9227,621.9385,227.3799,614.0838,226.0143,625.2293,225.0228,588.2037,272.6862,624.3780,274.9099,598.6852,273.3405,610.6053,274.7758,598.9476,310.2076,616.4222,313.0185,602.7809,310.4136,608.8813,312.9164,591.4266,317.8528,617.1333,319.8710,591.0617,316.6813,610.0550,317.1863,590.7257,317.4814,605.3413,317.6396,613.7388,316.8718,605.6051,312.9936,,,620.0722,219.0521,,,,
73376,0,,,,,,,,,,,,,,,641.2068,219.2955,593.3070,217.7396,634.9489,242.8265,591.5715,235.1044,624.9781,239.1845,601.4936,235.5843,619.1120,281.7559,589.2875,274.5063,611.4243,314.6892,602.0135,306.5246,,,,,,,594.1117,217.7840,643.7969,218.5647,597.6129,217.7799,644.3392,219.4726,589.2061,234.9556,634.1418,242.4910,590.3108,235.0509,636.8078,243.1119,596.9056,226.7701,622.7841,229.7378,614.0343,226.0541,625.6838,226.8445,586.2085,271.1410,624.3512,279.1411,595.3585,274.8407,610.4020,276.3035,599.1871,304.7779,616.0111,315.9940,602.4280,307.9690,608.2103,314.4824,591.2385,312.5324,616.8470,326.0410,590.3800,313.5004,610.2727,323.0383,589.4859,316.0408,605.6364,323.4449,613.2674,317.0218,606.0828,308.2034,,,619.8035,218.7127,624.0144,216.3936,,
73377,0,,,,,,,,,,,,,,,640.9374,219.1080,591.6877,214.3488,635.1683,242.7118,585.1214,225.6039,624.5484,239.4481,599.8357,235.7033,619.3986,281.7912,587.8512,274.4023,610.6945,314.5675,598.2457,304.8207,,,,,,,,,645.5994,218.7247,591.3244,214.3904,640.7792,218.2865,583.6431,223.6387,634.7519,242.3098,584.1072,225.5904,636.6692,242.8599,596.5617,226.1656,623.1776,230.5378,611.8977,226.0915,623.9982,227.4406,584.5989,271.1197,624.8688,278.9572,594.0554,275.4651,610.2012,277.2373,595.5259,302.8524,615.1445,315.7833,598.7453,306.2500,607.4025,314.4504,588.0480,309.7929,616.8112,325.2628,586.6933,311.1758,610.8671,323.3658,585.6679,314.2862,606.3332,324.0342,611.9382,316.6755,602.6413,305.9085,,,617.5841,219.2390,619.0559,216.3046,,
73378,0,,,,,,,,,,,,,,,641.6895,219.1169,590.2117,214.2866,635.4846,243.2523,583.0501,222.4007,624.4848,240.2327,599.1963,236.3512,619.4259,282.4652,587.1810,274.5367,610.4288,314.9687,596.7162,305.4066,,,,,,,,,646.2755,218.7050,589.2051,214.3144,641.4341,218.0638,583.1704,222.7722,635.2051,242.8164,582.2783,222.2089,636.7964,243.5675,596.9183,227.6088,623.5737,231.5509,611.1455,226.7497,623.1154,228.4487,583.9442,271.3008,624.5110,279.6636,593.3883,275.4376,610.1970,277.9042,593.7157,303.1973,614.5133,315.9000,597.4976,306.9732,607.1435,314.9526,586.3169,310.0638,616.7069,325.2296,585.2806,311.4679,611.0529,323.3608,584.3073,315.2818,606.7567,324.0045,611.1435,316.9369,601.0860,306.1596,,,616.6632,219.8492,618.0324,216.0399,,
73379,0,,,,,,,,,,,,,,,642.8034,218.5411,,,635.0558,242.7125,583.0405,221.4351,620.2867,239.8192,596.8730,236.5485,619.2359,281.9521,585.6215,274.5537,609.0776,314.7461,592.9134,305.2164,,,,,,,,,647.8139,218.8613,639.2796,214.8686,641.8818,218.3124,582.7297,221.7786,635.1095,242.3957,582.5747,221.5784,635.6639,242.7616,594.8062,227.3273,617.7513,230.5270,614.1067,226.3125,614.7184,227.1614,582.4762,271.0120,624.1613,278.8793,591.6664,275.5444,609.7264,277.8202,590.4022,303.2054,612.7251,315.5626,593.7836,306.9611,606.4380,314.9312,581.6757,309.6385,615.9239,325.3317,581.7831,311.3133,610.0055,323.5640,581.1637,315.2341,606.7585,324.0313,609.0673,316.5932,597.0301,305.5553,,,614.4083,219.4277,,,,
73380,0,,,,,,,,,,,,,,,640.5581,218.4493,,,634.8096,241.5716,583.0501,220.8950,620.3225,238.9686,596.9227,234.4793,618.9842,280.2187,583.7821,273.5059,609.1019,314.6367,588.5754,305.3705,,,,,,,,,646.0566,218.8437,,,639.2087,218.1816,582.9000,222.3243,635.2001,241.1480,582.5358,222.0781,635.2396,241.3380,594.7629,225.9833,620.2408,230.0196,612.2234,224.6911,616.6578,226.0653,580.7328,269.9348,623.6729,276.8665,590.1738,273.8680,609.5429,276.5482,585.9991,302.8548,612.9836,315.4290,589.3878,306.8173,606.5251,314.8673,577.2017,309.8161,615.7792,325.2583,576.5487,312.0288,610.1758,323.2386,575.6497,315.5366,606.7650,323.8071,608.9708,316.7465,593.3307,304.4341,,,614.5891,217.6888,,,,
73381,0,,,,,,,,,,,,,,,639.4044,218.4743,587.0071,217.7871,634.9350,234.4308,583.4097,229.4245,621.3010,239.8932,597.0200,236.6197,618.5985,281.0530,581.8601,273.4456,610.0639,314.4300,584.4432,305.2667,,,,,,,,,645.4742,218.9356,586.4986,217.6317,637.3862,218.1865,583.4536,230.2356,635.4160,234.7758,582.6762,229.2935,635.8813,235.0111,594.8385,228.3684,621.1410,231.5820,608.3826,225.6785,619.7178,226.2805,578.9245,269.4792,623.1709,278.2749,588.1822,273.9787,609.7897,276.5513,582.2225,303.0443,614.1756,315.4849,584.8945,306.6155,607.0684,314.3723,572.3524,308.6701,616.1515,324.9828,571.7319,310.9173,611.2569,322.8232,570.9845,313.6964,607.1163,323.2550,609.8335,316.6358,589.2692,305.0870,,,614.2428,218.6309,,,,
73382,0,,,,,,,,,,,,,,,640.8170,215.9259,,,633.6196,234.4293,584.6971,228.4413,620.2263,235.8703,596.1267,236.0545,617.9737,277.6874,579.3454,274.9538,609.7841,310.1211,575.0225,308.7899,,,,,,,,,,,586.4487,217.7759,637.3286,215.7152,585.1499,228.3187,634.1850,234.6196,584.1796,228.4353,633.9843,234.9391,594.6898,227.9714,620.9100,228.2821,607.1571,224.7922,618.3669,224.7340,576.5290,271.0545,622.8054,274.5859,587.6704,272.8112,609.1484,275.4870,572.0379,308.5954,613.7864,309.8286,576.1637,309.3042,607.0989,311.0518,562.3015,314.9298,616.7326,317.6652,562.9608,313.8205,611.5570,316.8169,563.0832,314.6127,607.8220,317.6501,609.0789,311.3102,577.8993,312.1445,,,613.1759,217.6469,,,,
73383,0,,,,,,,,,,,,,,,,,,,,,,,619.2111,235.1686,594.8451,235.3394,617.3491,277.9930,577.4048,274.5239,609.9683,310.9637,569.2617,308.8122,,,,,,,,,,,,,,,,,,,,,,,593.4663,227.4205,620.0349,227.6834,607.4617,224.1011,616.7904,223.6829,574.7572,270.3122,622.3428,274.7916,586.4370,272.4413,608.2644,275.3551,566.2082,308.7583,613.8479,310.8251,570.4405,309.3010,607.2823,311.4973,554.9234,314.7563,616.5459,318.4892,557.3083,313.2431,610.7274,317.9492,557.5590,313.9509,606.9864,320.1342,609.5808,312.2360,572.0365,312.5673,,,612.9524,216.6412,,,,
73384,0,,,,,,,,,,,,,,,,,640.4057,218.8655,580.7591,229.2567,619.1310,233.7516,594.0801,236.0348,619.2989,236.0256,615.6602,281.1093,575.2336,273.1353,565.6517,308.1575,565.0563,307.2258,,,,,,,,,,,637.5114,218.6059,,,618.9772,233.9470,577.4080,228.9763,619.3146,233.9787,577.0714,229.3295,620.0602,228.3223,596.3656,228.5790,615.8516,225.8946,605.8952,225.4698,573.3099,269.0652,621.7259,277.7327,583.6127,273.6983,605.7782,276.7382,562.1226,305.1629,564.3206,308.2519,566.7165,308.9790,566.6059,308.9974,617.5760,322.1056,615.1327,325.9376,549.5492,312.8737,608.8908,323.2347,549.5049,315.2730,605.6642,323.1838,568.6533,311.2357,566.9714,309.5599,,,612.4297,216.5003,,,,
73385,0,,,,,,,,,,,,,,,646.9545,218.7361,,,,,,,616.9052,238.9923,590.6369,232.7636,616.2252,280.8301,572.8078,272.6657,610.1507,315.2916,560.3861,305.3297,,,,,,,,,,,,,637.1844,218.5486,,,,,,,,,590.2319,224.8912,618.4290,231.1745,601.7943,222.9669,614.3406,225.6390,570.3184,268.1673,621.3170,277.7191,581.6874,273.7130,607.2326,277.4384,556.9456,303.1499,614.1655,316.0808,561.7997,306.7906,607.0311,315.7463,549.6282,308.4266,616.1068,325.9676,549.4771,310.8250,610.8367,324.4121,549.5263,314.3472,606.4257,325.2256,609.8667,317.5561,562.5196,306.4285,,,610.0300,217.6898,,,,
73386,0,,,,,,,,,,,,,,,,,,,601.0246,233.6232,,,590.8332,237.9208,615.8772,237.4599,571.7803,275.0781,616.7654,277.7397,555.9811,308.1846,610.1158,311.9984,,,,,,,,,,,,,,,,,,,,,599.4698,233.5511,619.0677,229.6213,595.5906,231.1237,609.1724,225.8885,599.6391,226.0802,621.1765,274.3875,569.5054,270.4624,606.4898,276.4332,581.6080,275.5087,615.0265,311.9209,549.8413,307.0414,607.0708,312.4853,558.7492,309.3894,617.6126,319.5272,616.1450,326.2211,614.7524,319.3030,608.6713,324.7319,612.3300,320.3303,605.5256,325.3102,558.6894,311.6681,607.7494,313.7880,,,606.8791,219.6425,,,,
73387,0,,,,,,,,,,,,,,,,,,,591.7637,233.5791,611.5469,222.3564,588.6511,238.7709,612.8363,238.4902,569.7274,274.9001,615.5849,277.7264,552.1992,307.8641,609.9588,313.8742,,,,,,,,,,,633.9756,217.6628,583.0164,218.9891,,,589.2533,230.7993,,,591.3265,233.4414,615.4076,231.8307,590.4108,232.0307,608.0309,226.8223,595.7421,226.9334,619.8140,274.3581,567.5141,270.6529,606.1797,276.4698,578.6022,275.0712,614.2422,313.7742,549.4235,306.6518,607.0915,314.3797,553.4588,308.9687,616.9610,321.0791,549.3663,314.4424,613.7886,320.6976,549.3263,313.9490,611.1783,321.8517,549.3127,315.4509,553.1197,310.6278,607.8663,316.4113,,,603.6454,219.7299,608.1496,215.5482,,
73388,0,,,,,,,,,,,,,,,,,636.6275,219.0104,,,,,606.9568,240.1178,587.2525,236.7915,613.8075,281.3340,565.9970,272.3705,609.4632,315.3859,549.9412,307.0300,,,,,,,,,,,634.4624,217.5636,,,,,,,,,,,590.7367,229.7052,610.6759,233.3476,598.8933,225.8959,602.4582,227.4294,563.2953,268.7108,618.1813,278.0981,574.6777,273.9295,606.0192,278.7382,549.8376,305.2737,613.1637,315.8627,549.9077,308.3732,607.0739,315.9301,618.1502,322.2190,616.8081,325.8403,549.9347,315.7872,610.8895,324.4259,550.0267,319.1630,607.2369,325.3105,609.9276,317.6444,549.9802,308.3311,,,602.1820,219.5599,603.7668,215.3692,,
73389,0,,,,,,,,,,,,,,,,,629.1767,218.3138,,,611.2530,231.2713,587.5472,236.1572,610.1483,237.1671,563.1830,274.4437,613.3162,277.2881,549.0438,307.7247,609.7941,315.2907,,,,,,,632.7120,217.5089,,,628.6320,218.0663,,,,,,,,,,,610.2899,230.0335,585.1119,229.9248,607.0873,225.2965,595.1574,224.0463,617.1275,273.5664,560.8546,270.3570,603.4608,275.9138,573.2740,273.8190,614.6476,315.3959,549.0240,307.5000,606.7490,315.7710,549.0551,308.6665,617.0181,323.3898,616.9910,326.0617,613.7326,323.0439,609.2262,323.8211,611.0843,323.7923,606.2107,324.5570,549.0330,310.2066,607.8668,317.8822,,,600.5240,218.3204,,,,
73390,0,,,,,,,,,,,,,,,575.6713,217.2245,631.2171,219.3772,584.1754,234.0317,632.3142,241.4073,583.6813,236.1020,608.7490,236.3304,562.4184,273.7713,612.2197,276.2460,609.2546,315.8572,609.7894,315.3928,,,,,,,633.6562,218.7189,,,629.7485,219.0022,573.4774,216.8580,633.2001,240.3330,583.8557,226.6770,632.2250,241.6297,582.0002,227.2177,610.1764,228.5080,584.8486,229.4814,604.7285,224.7784,591.7347,224.1666,616.1644,272.3742,560.1762,270.0409,603.2640,275.5628,571.7157,273.8929,614.2142,315.4494,612.1914,316.1577,606.8853,315.5929,549.6738,310.3119,617.0155,323.8914,617.1253,325.2773,614.0534,322.9143,609.1282,323.3326,611.8440,323.7071,605.9417,323.9565,610.8865,318.8752,607.7239,318.1282,,,598.9123,217.9864,,,,
73391,0,,,,,,,,,,,,,,,630.8200,218.8964,629.1487,220.2224,633.6036,241.9656,631.9950,242.1474,581.4183,236.6189,605.6016,236.8129,610.9917,280.7610,558.1083,271.7079,609.2880,315.6976,609.5871,314.4147,,,,,,,632.4648,219.6216,634.7222,219.3484,628.1493,219.8282,628.3501,218.5470,633.0560,241.4419,634.4466,234.7814,632.5445,242.8892,633.8696,234.8710,605.8925,229.4008,580.4251,230.5638,603.5443,225.3707,592.1612,224.8439,614.8183,272.5964,615.3704,277.6189,600.6284,276.0946,569.1360,274.3317,614.4367,314.4767,612.2926,315.7371,606.4269,314.7959,607.2681,316.5347,617.1389,323.2591,616.7059,324.7235,613.8466,322.1363,609.0875,323.1053,611.2611,322.8412,606.1977,323.6841,611.0399,318.9993,608.1922,316.8235,,,597.7851,218.6918,,,,
73392,0,,,,,,,,,,,,,,,628.9805,218.8478,627.2331,220.7658,632.9272,242.5331,631.7184,242.0856,577.6034,237.8276,602.4298,237.9062,557.8963,275.1720,608.3231,276.6847,608.9602,315.4555,609.6303,314.6477,,,,,,,,,633.7806,219.6279,625.9826,220.1083,624.7472,219.0159,632.7572,241.1908,633.9236,242.1867,631.8330,242.6565,632.6026,242.6648,603.4248,230.1500,577.6904,230.5992,600.0582,226.1341,587.5321,225.2289,612.7644,273.0091,555.5873,270.9742,599.5059,276.4105,566.4310,275.5529,613.9208,314.6304,611.9405,315.8380,606.7069,315.2665,606.3494,316.1874,617.0665,323.0121,617.5486,325.0468,613.2985,322.0950,609.0177,324.1295,610.5920,323.0693,606.0819,325.2455,611.9754,319.2346,608.2549,317.0268,,,594.2882,218.8569,,,,
73393,0,,,,,,,,,,,,,,,624.3146,223.6446,,,632.7952,244.3179,630.9937,236.4619,592.7376,240.6003,573.9746,237.6370,607.2965,282.0018,606.8773,276.8951,608.6664,315.6495,609.5135,313.5658,,,,,,,,,632.1540,220.7954,622.8565,220.9734,622.7653,223.4324,631.9421,236.3312,634.3993,243.6082,631.4854,236.6019,632.9382,244.5021,601.3736,231.7316,573.6510,231.8229,587.4594,226.1987,588.5459,227.0105,612.0706,273.4552,551.4738,271.7800,598.2547,277.3865,565.2179,276.7990,614.5614,313.5720,611.4647,315.2223,606.3584,314.0424,606.9327,316.9358,617.6421,322.3748,617.1672,325.0908,614.3730,322.0581,610.2582,324.7108,611.5829,323.1608,607.2363,326.3822,609.7904,318.7509,608.3719,315.3137,,,589.9722,220.3310,,,,
