sync_index,person_id,Nose_px,Nose_py,L_Eye_px,L_Eye_py,R_Eye_px,R_Eye_py,L_Ear_px,L_Ear_py,R_Ear_px,R_Ear_py,L_Shoulder_px,L_Shoulder_py,R_Shoulder_px,R_Shoulder_py,L_Elbow_px,L_Elbow_py,R_Elbow_px,R_Elbow_py,L_Wrist_px,L_Wrist_py,R_Wrist_px,R_Wrist_py,L_Hip_px,L_Hip_py,R_Hip_px,R_Hip_py,L_Knee_px,L_Knee_py,R_Knee_px,R_Knee_py,L_Ankle_px,L_Ankle_py,R_Ankle_px,R_Ankle_py,sternum_px,sternum_py,rshoulder_px,rshoulder_py,lshoulder_px,lshoulder_py,r_lelbow_px,r_lelbow_py,l_lelbow_px,l_lelbow_py,r_melbow_px,r_melbow_py,l_melbow_px,l_melbow_py,r_lwrist_px,r_lwrist_py,l_lwrist_px,l_lwrist_py,r_mwrist_px,r_mwrist_py,l_mwrist_px,l_mwrist_py,r_ASIS_px,r_ASIS_py,l_ASIS_px,l_ASIS_py,r_PSIS_px,r_PSIS_py,l_PSIS_px,l_PSIS_py,r_knee_px,r_knee_py,l_knee_px,l_knee_py,r_mknee_px,r_mknee_py,l_mknee_px,l_mknee_py,r_ankle_px,r_ankle_py,l_ankle_px,l_ankle_py,r_mankle_px,r_mankle_py,l_mankle_px,l_mankle_py,r_5meta_px,r_5meta_py,l_5meta_px,l_5meta_py,r_toe_px,r_toe_py,l_toe_px,l_toe_py,r_big_toe_px,r_big_toe_py,l_big_toe_px,l_big_toe_py,l_calc_px,l_calc_py,r_calc_px,r_calc_py,C7_px,C7_py,L2_px,L2_py,T11_px,T11_py,T6_px,T6_py
73619,0,464.6202,152.7239,466.6519,151.0640,461.5861,151.4561,470.6102,151.4647,458.9826,152.4373,475.8491,165.8460,454.8910,164.5391,481.2536,181.5735,450.3982,179.4765,482.7165,196.6243,448.5002,193.0334,471.3201,195.4084,459.0846,195.5014,468.1912,219.4495,461.4017,218.7474,465.6533,241.9144,466.4874,237.2817,464.5208,165.2012,455.7325,160.4369,475.4301,161.6799,447.6003,178.9286,483.3748,180.6456,451.4000,179.3916,481.7714,181.6833,447.8669,192.9397,482.1985,196.4023,447.3090,193.2497,484.3422,196.6165,455.6886,191.5299,469.8968,191.5993,464.0970,187.8753,470.7472,188.4149,458.9822,216.8002,471.0679,218.4043,465.7400,217.0825,463.0505,218.0704,464.0956,236.9656,468.6752,242.2452,467.3205,237.6005,463.6273,242.1299,460.8572,241.5996,467.8118,246.5991,462.1651,241.9920,463.7938,244.7293,462.7376,242.9996,461.2296,244.8213,467.1302,244.6836,468.0224,238.1797,466.6566,159.3746,466.5686,183.1932,467.1822,175.4837,467.3829,167.7063
73620,0,464.7979,152.7772,466.9246,151.2129,461.9894,151.5883,470.6023,151.5121,459.2518,152.4721,475.9090,165.8557,454.6160,164.4897,480.8316,181.8263,450.3102,179.4320,482.7950,197.2434,448.7286,193.0120,470.9032,195.5360,458.9316,195.5510,467.9966,219.4765,461.1984,218.6839,465.7358,241.8971,465.7420,236.9804,464.5516,165.1783,455.5638,160.2853,475.5850,161.7398,447.5069,178.8047,483.1698,181.0531,451.1938,179.3949,481.1805,181.8853,448.2601,193.0139,482.5104,197.1241,447.4436,193.3240,484.3505,197.0662,455.8574,191.6808,469.7467,191.6813,463.8491,187.9764,470.3174,188.4904,458.8523,216.6822,470.8888,218.3484,465.3926,217.2878,462.7831,218.0245,463.2430,236.7231,468.6913,242.1268,466.6992,237.2898,463.7334,242.2421,460.2887,241.3929,468.2010,246.6660,461.6283,241.8989,464.0249,245.0681,462.3353,243.0360,461.4762,245.2546,467.2567,244.4846,467.2483,237.6789,466.4920,159.4195,466.3994,183.3966,466.9368,175.5816,467.0253,167.7869
73621,0,464.9577,152.8991,466.9166,151.3391,462.0298,151.6914,470.6992,151.5620,459.3549,152.4986,475.8133,165.7672,454.3595,164.4571,480.9580,181.9147,449.7475,179.2884,483.1722,197.2512,447.6758,192.7182,471.0337,195.5067,458.7381,195.4168,467.8803,219.8338,461.1376,218.8615,465.4291,242.3917,465.6374,236.8768,464.5488,165.2619,455.3662,160.2937,475.4087,161.7239,446.9491,178.5028,483.1964,181.0122,450.4667,179.3703,481.3416,181.9359,447.3969,192.6143,482.8399,197.1437,446.1384,193.0990,484.8945,197.0618,455.5997,191.4609,469.9812,191.6191,463.9298,188.0777,470.3473,188.5417,458.9845,216.7150,470.8802,218.6201,465.4265,217.4431,462.7859,218.3854,463.0261,236.5842,468.3794,242.5186,466.7110,237.1956,463.4878,242.7108,460.4203,241.4463,467.8822,247.1239,461.8587,242.0617,464.0536,245.7851,462.6415,243.2720,461.4721,246.1593,466.5920,244.8631,467.1966,237.4340,466.4494,159.4246,466.4073,183.4204,466.9238,175.5020,466.9273,167.6780
73622,0,465.2768,152.7137,467.5445,151.0104,462.5372,151.4182,470.8903,151.2207,459.6575,152.2754,475.8957,165.5000,454.7864,164.2129,480.9586,181.6358,449.9632,178.9362,482.4172,197.4622,447.6465,192.6170,470.6120,195.6533,458.2609,195.5735,467.9839,220.2109,460.7189,219.0242,465.2572,243.0161,465.2485,236.8243,464.6917,164.9602,455.8817,160.1316,475.6279,161.3997,447.1359,178.2116,483.0424,180.7492,450.9227,178.9398,481.3079,181.6053,447.1867,192.5751,481.9455,197.3660,446.3364,192.9743,484.0830,197.1745,455.3402,191.4111,469.6045,191.6890,463.6660,188.1688,470.1394,188.6437,458.5031,216.7507,470.9043,218.9313,464.8813,217.7043,462.8195,218.8500,462.5444,236.4944,468.3629,243.0543,466.2296,237.2272,463.2985,243.3963,459.8837,241.4256,467.7324,247.8164,461.4465,242.0645,463.7643,246.5146,462.1965,243.3570,461.1094,246.8494,466.5582,245.5211,466.8019,237.4139,466.6319,159.1814,466.2773,183.3530,466.9896,175.4320,467.2069,167.4894
73623,0,464.9589,152.0330,467.1118,150.2568,461.9910,150.5396,470.8738,150.5800,459.3927,151.2852,475.9530,165.1597,454.6295,163.5084,480.8024,181.4578,449.6406,178.2804,482.1110,196.8928,447.4996,192.2259,470.4456,195.2618,458.0540,195.0200,467.6065,219.9773,459.9696,219.1564,465.3999,242.8201,464.6616,236.1517,464.5768,164.4015,455.5967,159.3181,475.7492,161.0731,446.6671,177.4093,483.2601,180.5337,450.6285,178.2935,480.9192,181.4302,447.0043,192.1857,481.7494,196.7362,446.0965,192.5684,483.7653,196.7409,454.9293,190.7972,469.4846,191.2598,463.4933,187.7389,470.0060,188.2689,457.5713,217.0912,470.6099,218.8032,464.1291,218.0153,462.3597,218.6324,461.9609,235.6894,468.4592,242.9598,465.7981,236.6323,463.5210,243.2176,459.5179,240.8999,467.9248,247.8278,461.1806,241.9884,463.9462,246.5792,462.0280,243.5887,461.2952,247.0817,466.8795,245.2433,466.3184,236.2290,466.7604,158.6293,466.1204,182.9090,466.7450,175.0685,467.0759,167.1218
73624,0,464.8554,151.5362,467.0812,149.7954,462.0226,149.9551,470.9014,150.0858,459.4406,150.8627,476.0341,164.7952,454.5826,162.8326,480.4747,181.2449,450.0726,177.6428,481.6402,197.1456,448.0395,191.6299,470.2811,195.2292,457.8263,194.8714,467.9156,220.3350,458.4405,219.3509,464.4557,243.5845,463.0715,236.0820,464.4256,163.8616,455.4450,158.5691,475.7619,160.6017,447.2311,176.8464,482.6658,180.3934,451.2478,177.4009,480.6427,181.2279,447.5306,191.7571,481.0782,196.9650,446.8397,191.8838,483.3292,196.9588,454.7806,190.3495,469.2090,190.8880,463.3717,187.5584,469.8456,188.1534,456.2081,217.1494,470.8670,219.2401,462.6843,218.3692,462.7185,218.8968,460.4950,235.6086,467.6314,243.7091,464.2252,236.5143,462.4139,244.0753,458.5230,240.7507,467.0599,248.7039,460.1174,241.8731,463.2884,247.3482,460.9321,243.5325,460.4947,247.8424,465.6750,246.0970,464.8333,236.2331,466.8064,158.2138,466.0048,182.7140,466.7976,174.7997,467.2248,166.8326
73625,0,465.0766,150.8184,467.1515,149.2792,462.3140,149.3955,470.7211,149.6454,459.5854,150.1964,475.8781,164.1992,454.8750,162.4326,480.7025,180.7038,449.4614,177.3095,482.0860,195.9617,447.9812,191.3517,470.5248,194.7939,457.7587,194.4543,468.9247,220.7376,456.5230,220.1099,464.4584,243.7515,462.8238,234.3620,464.4746,163.3596,455.6066,158.3405,475.5577,159.9952,446.7078,176.2963,482.1113,179.7037,450.5489,177.0935,481.0930,180.6503,447.5296,191.3251,481.4058,195.7113,446.5510,191.6582,483.8102,195.7957,454.6030,190.1030,469.3503,190.5022,463.0790,186.9258,469.7754,187.5645,454.1320,218.2987,471.8591,219.3598,460.4926,219.1633,463.4946,219.5402,460.2472,233.9853,467.8051,243.8972,463.8835,234.7470,462.3923,244.1176,458.4828,239.8495,467.5823,248.7688,460.0559,241.3190,463.5017,247.5273,460.7898,243.1433,460.7971,248.1555,465.6496,246.1739,464.7255,233.2031,466.7865,157.9864,465.8334,182.2292,466.7697,174.3807,467.1924,166.5762
73626,0,464.8813,150.6619,466.8629,149.1077,461.8092,149.2776,470.8687,149.2337,459.3413,150.0359,475.8090,163.9713,454.8498,161.9255,480.7955,180.6652,449.2030,176.8577,481.3541,196.0683,447.2463,190.9557,469.9573,194.9500,457.1027,194.4052,468.4884,221.2291,454.5506,219.9711,464.2042,244.2449,462.1956,233.8387,464.1510,163.1445,455.7922,157.8113,475.5424,159.7498,446.3995,175.7364,482.2833,179.4584,450.2563,176.7035,481.4660,180.6546,446.7227,190.8355,480.4090,195.7660,445.8527,191.2805,483.2276,195.9528,453.8946,189.8792,468.5288,190.4389,462.7956,187.1395,469.3717,187.7594,451.9906,218.3769,471.5372,219.7880,458.6019,219.3826,463.1435,219.7547,459.6674,233.3163,467.5683,244.6292,463.1779,234.2841,462.2468,244.3762,457.6718,239.3065,467.2891,249.2942,459.1827,241.2400,462.8619,248.2150,460.0515,243.2353,460.1105,248.7394,466.0953,246.5893,464.0759,232.2152,467.0718,157.6841,465.4298,182.3313,466.4664,174.4810,467.3458,166.5317
73627,0,464.2254,150.1803,465.8346,148.6184,461.1931,148.7107,470.0733,148.8136,459.0917,149.4574,475.3799,163.7835,454.3808,161.6709,480.2073,180.6894,449.2271,176.3556,480.4446,196.3200,446.7900,190.6618,469.6012,194.8869,456.7490,194.2558,468.2592,221.4695,453.1253,219.5979,463.9737,244.3715,460.8363,233.1816,463.6191,162.7964,455.2429,157.4884,475.1981,159.5756,446.3234,175.1787,481.8768,179.5618,450.5927,176.2221,480.7132,180.7171,446.1252,190.5411,479.6329,196.0632,445.4814,190.9089,482.2106,196.2481,453.5812,189.5338,468.3140,190.1442,462.4410,187.0229,469.0562,187.6350,450.5944,218.0805,471.1339,220.0267,457.5380,219.3715,463.0810,219.8944,458.3741,232.6201,467.3150,244.8893,461.6843,233.7927,462.1751,244.4008,456.0508,238.6686,467.0141,249.5543,457.5516,240.8814,462.6810,248.4278,458.6353,242.9211,460.0009,249.0405,465.5643,246.8084,462.6791,231.4761,466.8952,157.5031,465.0736,182.1386,466.1153,174.2925,467.0569,166.2733
73628,0,464.2483,149.8343,465.7714,148.2781,461.1360,148.3690,469.9628,148.4767,459.0539,149.2067,475.0831,163.3971,454.3412,161.0646,480.0942,180.7159,449.4276,175.8436,479.9533,196.4208,446.9463,190.5635,469.5387,194.8163,456.5802,193.8444,468.0526,221.5445,452.1166,219.4125,464.4231,243.8866,459.8643,233.6306,463.5062,162.4580,455.2288,156.9790,474.8916,159.1018,446.3953,174.5464,481.7010,179.5715,451.0299,175.6422,480.6088,180.7875,446.1241,190.5044,479.1502,196.1479,445.8411,190.6410,481.7765,196.3711,453.2907,189.0947,468.1006,190.0940,462.4601,186.5162,469.2368,187.3030,449.5670,218.1413,470.9278,220.0118,456.6752,219.2250,462.8605,219.7596,457.3670,232.9306,467.4824,244.3169,460.7696,234.2593,462.6744,243.9972,455.2079,239.0487,467.0766,249.4177,456.5364,241.1569,462.8718,248.3278,457.8909,243.1890,460.0889,248.8707,466.1174,246.0798,461.8033,232.4132,466.7035,157.2042,465.1438,181.7745,466.3266,174.0085,467.1542,166.0352
73629,0,464.0215,149.4660,465.6770,148.0790,461.0480,148.2688,469.5668,148.1254,458.6713,148.9967,474.9664,162.8140,453.9819,160.9985,480.1716,180.1389,448.8426,176.3761,479.3981,195.8587,447.0003,190.7065,469.3737,194.6128,456.1943,193.7735,467.6588,221.4708,451.2045,219.3321,464.5943,243.7175,457.9548,233.9930,463.4122,161.9140,454.8744,156.9143,474.6520,158.5859,445.8957,175.1140,481.6279,178.9704,450.3258,176.1511,480.8083,180.2432,446.1726,190.6926,478.6416,195.5565,445.8211,190.8126,481.0511,195.8581,453.0336,189.0130,467.9448,189.9534,462.1424,186.4736,468.9303,187.1768,448.6693,218.0037,470.5535,219.7414,455.6836,219.1859,462.5671,219.5040,455.5358,233.1173,467.4823,243.9165,458.9058,234.6926,462.8749,243.8649,453.6787,239.6887,467.3684,249.4071,455.0197,241.6225,463.1645,248.3643,456.2713,243.5174,460.4916,248.8772,466.1650,245.7838,460.5366,233.3634,466.4991,156.8295,464.9381,181.7387,466.2026,173.9280,467.1690,165.8149
73630,0,463.4885,149.1787,464.9363,147.8998,460.4824,147.9330,469.0498,148.0654,458.1913,148.7101,474.3891,162.7642,453.9218,160.7492,479.7740,180.1695,448.9390,176.4048,478.6395,195.7568,446.8768,190.6502,468.5042,194.3368,455.4236,193.3054,467.3335,221.3615,450.7542,219.3420,464.6593,243.0284,456.6088,236.0253,462.8547,161.8139,454.5869,156.6969,473.9802,158.5921,445.9866,175.0934,481.0006,178.9388,450.3999,176.0330,480.4826,180.3219,446.0473,190.6740,477.8276,195.3658,445.8521,190.6826,480.4864,195.7354,452.2756,188.6225,467.2863,189.7687,461.8206,186.1433,468.6089,186.9749,448.2098,217.7963,470.1607,219.6459,455.3289,218.9610,462.3450,219.3174,454.2037,235.3234,467.4450,243.2082,457.6126,236.4885,462.9165,243.2664,451.8391,241.4726,467.2261,248.8775,453.2910,242.8621,463.0704,248.0133,454.4095,244.7146,460.4134,248.6271,466.1836,245.0269,458.9275,235.5807,466.2656,156.6932,464.7257,181.4296,466.1499,173.7544,467.0949,165.6161
73631,0,463.0222,148.9474,463.8159,147.7680,459.4293,147.9049,468.2469,147.7030,457.3388,148.8170,473.9647,162.5659,453.3852,160.8918,479.1598,180.0404,448.7537,176.6735,477.3812,195.4203,446.8228,190.9062,467.7108,194.2167,454.9074,193.2643,467.1777,221.7334,450.0153,219.3504,463.9161,244.3845,455.2374,239.0907,462.3162,161.7761,453.9806,156.7808,473.6150,158.3385,445.6964,175.3419,480.5730,178.7219,450.2852,176.3319,479.8448,180.2329,446.0803,190.7977,476.5829,194.9701,445.7441,190.9220,479.4181,195.4181,451.7315,188.5023,466.7434,189.6247,461.2537,186.2325,467.8691,186.9060,447.7021,217.6702,470.0258,219.9233,454.6630,219.0014,462.1321,219.6905,452.8811,238.5543,467.0357,244.5742,456.2418,239.5687,462.2901,244.4841,449.7740,244.1124,467.1905,249.8564,450.9661,245.2792,462.9666,248.9717,451.6966,247.0386,460.3475,249.4671,465.4042,246.4489,457.2621,239.6098,465.8774,156.6463,464.0863,181.3896,465.5530,173.8575,466.5095,165.6583
73632,0,461.8876,149.4021,462.8636,148.2285,458.3481,148.3661,467.4037,148.0294,456.5177,149.3315,473.6880,162.6511,452.6931,161.1918,478.5487,180.0175,448.8943,177.2097,476.6394,195.2077,446.6219,191.7076,467.3019,194.3759,454.5973,193.4081,466.8344,221.6848,449.5939,219.7011,463.4961,244.5701,452.6607,241.3585,461.8985,161.8466,453.3242,157.0363,473.2650,158.3751,445.7004,175.9893,480.1775,178.7436,450.5505,176.7399,479.1226,180.3107,445.7365,191.7208,476.0252,194.6632,445.6774,191.7488,478.6689,195.3124,451.3958,188.7926,466.5040,189.6647,460.9090,186.3058,467.6755,186.9669,447.2380,217.6930,469.6068,219.8474,454.6163,219.0394,461.7807,219.5039,450.3910,240.9806,466.6920,244.7607,453.7036,241.9616,461.7284,244.7204,446.7468,246.0380,466.8310,249.6120,448.1817,246.5297,462.4545,248.7164,449.1231,248.0692,459.6793,249.4580,465.0116,246.5890,454.5741,242.4423,465.4570,156.6572,463.7249,181.4553,465.1241,173.7823,466.0065,165.5885
73633,0,461.7798,149.0859,463.0260,147.8974,458.4401,148.1241,467.2657,147.8819,456.4220,149.0854,473.4390,162.6674,452.5093,161.2156,478.5720,180.1208,448.3765,177.2163,476.1673,195.1971,445.9354,191.6835,467.0189,194.8532,454.0399,193.6430,466.8510,222.0252,449.4060,220.0518,463.6658,244.4950,451.6654,242.3746,461.6321,161.9150,453.0253,157.0332,472.9844,158.3878,445.2325,175.9782,479.9355,178.7163,450.1696,176.7971,479.3039,180.3552,444.9571,191.7481,475.4487,194.5983,444.9823,191.7037,478.2244,195.3445,450.8508,188.9342,466.1353,190.1634,460.6250,186.6366,467.4381,187.3163,447.0159,217.8943,469.6292,220.2153,454.6307,219.4231,461.6695,220.0119,449.3456,241.8778,466.8210,244.6756,452.7827,242.9187,461.7760,244.6802,445.5079,247.0407,467.0833,249.6104,446.7149,247.4154,462.6326,248.9873,447.6121,248.8835,459.9145,249.7455,465.1979,246.1967,453.6276,243.6818,465.1964,156.5413,463.5802,181.9502,465.0586,174.0858,465.9913,165.6076
73634,0,460.7466,149.3611,461.8760,148.0738,457.3226,148.2381,466.2711,147.9973,455.3576,149.0808,472.7624,162.7892,452.0585,161.3561,477.8471,180.2709,448.2728,177.1020,476.3926,194.9004,445.8583,191.6647,466.6377,195.4059,453.3479,194.2087,466.1967,222.2351,448.8713,220.5787,463.6676,244.2581,449.4827,244.5920,460.7436,161.9704,452.3952,157.0825,472.2625,158.5175,445.1953,175.9071,479.5890,178.8902,450.1829,176.3998,478.3714,180.6480,444.8333,191.7674,475.9803,194.2379,444.9110,191.6601,478.2504,195.1699,450.3108,189.3688,465.7389,190.7379,459.8496,186.8500,466.7529,187.5941,446.5106,218.2262,468.9214,220.5540,454.1892,219.8348,461.0475,220.1850,447.1921,244.1628,466.6063,244.4299,450.5933,245.0926,461.6658,244.4097,442.8777,248.5356,467.1964,249.5424,444.1053,248.5277,463.0556,248.9596,445.0210,249.6451,460.3399,249.6551,464.7629,245.6831,451.5616,246.6556,464.4854,156.7695,462.8563,182.0816,464.3774,174.1897,465.4674,165.9391
73635,0,460.0610,149.7787,460.9386,148.4123,456.7420,148.6222,465.1560,148.2527,454.7474,149.6755,472.0419,162.9406,451.4333,161.9657,477.5105,180.5264,447.7740,177.8954,475.4675,195.1847,444.4941,192.2937,466.1094,196.0629,453.1441,195.0615,465.7196,222.3035,448.0232,221.4137,463.8908,244.2355,447.3631,245.7250,459.6132,162.1714,451.6866,157.8333,471.2780,158.7631,444.7285,176.6477,478.8393,179.1025,449.6208,177.4994,478.2237,180.8054,443.2420,192.3869,474.8077,194.4513,443.6891,192.3468,477.4181,195.4334,449.8493,189.9477,464.7178,191.2527,459.7764,187.5632,466.5486,188.3343,445.9881,218.8805,468.3127,220.7133,453.3131,220.5457,460.5755,220.5063,445.3149,245.3022,466.6564,244.2224,448.3441,246.2313,462.1940,244.5182,440.4753,249.0107,467.3626,249.6058,441.1305,248.7871,463.4148,249.0724,441.5236,249.7071,460.9207,249.6794,465.0120,245.5171,449.4743,248.2918,463.8281,157.2350,462.7270,182.7000,464.4828,174.8104,465.1742,166.3895
73636,0,458.9180,150.0332,459.6329,148.6159,455.3324,148.7893,464.4137,148.6183,453.5520,149.9473,471.1970,163.4128,450.6239,162.0118,477.2342,180.7817,446.7671,178.0215,475.1355,195.3477,443.9418,192.7055,465.7333,196.6203,452.4154,195.5802,465.3936,222.9430,447.9788,222.1413,463.6314,244.5783,445.7730,246.3095,458.6275,162.6565,450.8955,158.0257,470.1676,159.1759,443.6021,176.8217,478.4679,179.2718,448.5349,177.5667,477.9882,181.2588,442.7019,192.8235,474.4937,194.5355,443.1516,192.7128,476.9104,195.6957,449.2538,190.6224,463.9836,191.8989,459.1066,188.1274,466.0006,188.7126,445.8625,219.5715,468.0196,221.2303,452.9147,221.2063,460.0462,221.2176,443.7029,246.0083,466.4645,244.5461,446.5765,246.8572,461.9299,244.7371,438.5164,249.1020,467.3279,249.6738,439.0706,248.3916,463.1571,249.1304,439.3124,249.0552,460.4655,249.8061,465.1143,245.5883,447.9415,249.6305,463.3073,157.4139,462.0893,183.1606,463.9274,175.1618,464.5696,166.5478
73637,0,457.8759,150.2753,458.3981,149.0237,454.1555,149.2075,463.9012,149.1574,452.3897,150.1801,470.2763,163.8000,449.6606,162.4490,476.6386,181.0037,446.7377,178.5827,473.1197,195.4788,446.2563,192.8260,465.4268,196.3721,452.3147,195.6018,465.0082,222.3474,447.3032,221.7939,463.4446,244.3110,445.0117,246.3436,457.7803,163.1280,449.8721,158.4662,469.2329,159.5118,443.4714,177.8155,477.5707,179.6407,448.4928,177.8798,477.6749,181.2651,445.1359,193.0461,472.2737,194.6564,445.1530,192.9134,475.0927,195.7685,449.2588,190.8723,463.7068,191.9756,458.6492,188.1011,465.6185,188.4700,445.2421,219.4395,467.4356,220.8316,452.0888,221.0082,459.7303,220.6536,442.9923,246.0172,466.1279,244.4303,445.8123,246.7847,461.7957,244.5367,437.8981,249.1464,466.7817,249.6566,438.4288,248.2164,462.6317,249.1371,438.6442,248.7173,459.8074,249.9165,465.0134,245.2804,447.1091,249.8311,462.3513,157.5826,461.4821,183.1220,463.2075,175.0065,463.6406,166.4465
73638,0,457.4921,150.9479,457.9306,149.4644,453.4030,149.7972,463.0035,149.7075,451.5315,151.3396,469.2183,164.1531,448.9589,162.8498,476.2909,181.0259,445.7228,178.8046,471.1481,195.7112,446.8106,192.7274,464.2696,196.8118,451.3302,196.1020,464.5237,222.7686,446.0108,222.2920,463.3243,244.4186,444.3458,247.1251,456.9950,163.5705,449.3102,158.7643,468.5177,159.8441,442.5712,178.0466,476.8783,179.6044,447.4598,178.1853,477.6583,181.4811,445.8198,192.8537,470.2926,194.7732,445.8052,192.6671,473.2190,195.9900,448.1083,191.7208,462.6480,192.6217,457.3992,188.4999,464.3670,189.0598,444.0168,220.0498,467.0525,221.2035,451.0107,221.6721,459.2043,221.2881,442.2762,246.7532,466.0301,244.3959,445.2297,247.4804,461.6560,244.7092,437.0333,249.9159,466.9235,249.7383,437.8690,248.9809,462.9523,249.3383,438.2883,249.5488,460.1353,250.1743,464.6825,245.3394,446.3422,250.4715,461.3594,157.8830,460.2181,183.6159,461.7733,175.4000,462.4517,166.9456
73639,0,454.7343,151.2083,455.8830,149.7030,451.0212,150.0028,460.5990,149.7789,449.4165,151.1597,467.1818,164.4156,447.0201,163.5588,473.8944,181.4687,443.0968,179.3174,469.4652,195.9130,441.7889,194.1731,462.3667,197.1879,448.9734,196.6545,463.3462,223.0393,444.5431,223.1174,462.9080,244.5145,443.3915,248.2484,455.1804,163.9228,447.4079,159.2323,466.4389,160.0887,440.1024,178.4902,474.7918,179.9978,444.9248,178.7375,475.0713,181.9858,440.8896,194.3238,468.6014,194.9530,440.6288,194.2731,471.3633,196.3337,445.8177,191.8953,460.8895,192.9083,455.7221,188.9757,462.7199,189.5899,442.3464,220.7425,465.8479,221.4500,449.8752,222.3533,457.7954,221.8320,441.1680,247.9041,465.6729,244.3333,444.4374,248.7266,461.2327,244.8112,436.4691,251.5472,466.6946,249.6727,437.4528,250.9879,462.5848,249.7696,438.0655,251.7750,459.6533,251.0060,464.5277,245.0619,445.3943,251.2363,459.7254,158.5133,458.7471,184.1149,460.2389,175.8194,460.8834,167.4729
73640,0,453.4761,151.2983,454.2931,149.8466,449.2929,150.1136,459.5238,149.8081,447.8936,151.1844,466.1354,164.6449,445.7161,163.9459,472.4942,181.9451,442.0076,180.0861,468.2589,196.0310,440.8506,194.5759,461.8055,197.4834,448.8149,196.7370,462.4985,223.3776,444.1158,223.6006,462.3919,244.5209,442.8913,248.9611,454.0516,164.2194,446.1659,159.4948,465.5089,160.3137,438.8878,179.1607,473.5394,180.3672,443.8701,179.3887,473.5766,182.5246,439.8357,194.5345,467.4427,195.0944,439.9172,194.5488,470.1195,196.4910,445.0001,192.2049,459.6610,193.1379,455.3118,189.3065,462.3427,189.8498,441.9344,221.2774,465.0549,221.8146,449.0308,222.8137,456.9963,222.2790,440.5245,248.6997,465.2006,244.2892,444.0181,249.4622,460.7419,244.8364,436.0261,252.8710,466.1481,249.5858,437.1313,252.4087,462.0557,249.7391,437.8868,253.2318,459.3741,250.8726,464.2402,244.8539,445.1253,251.7494,458.7091,158.5062,458.0321,184.4578,459.5061,176.2225,459.9209,167.7587
73641,0,451.9990,150.8478,452.9487,149.5034,448.1605,149.9509,458.3823,149.0809,446.9143,150.8219,464.8017,163.9445,444.7124,163.6515,471.0965,181.6452,440.6656,180.1766,466.9273,196.6306,437.8420,195.4063,460.1909,197.7615,447.4226,196.8858,461.5664,223.5296,443.0760,223.8990,462.1506,243.9421,442.7517,249.0115,452.8151,163.4377,445.2026,159.1379,464.1932,159.5181,437.3113,179.0893,471.8880,180.0823,442.6765,179.8262,472.1470,182.1690,436.6674,195.3473,465.9484,195.7666,436.7244,195.4167,468.7023,197.0031,443.5279,192.0864,457.9733,193.2489,454.3641,189.2472,461.1463,189.6869,440.9168,221.4251,464.0893,222.0808,448.0450,222.9674,456.0909,222.4629,440.1783,248.8493,465.0328,243.6012,443.9339,249.5422,460.3181,244.3299,435.8913,253.3010,465.9851,249.2323,437.1393,252.8866,461.7813,249.7808,437.9309,253.7761,459.1693,251.2644,464.0706,243.8377,444.9234,251.6891,457.9147,158.0174,457.1645,184.2698,459.0636,175.9719,459.5275,167.2662
73642,0,450.9582,150.4615,451.4569,148.9240,447.0168,149.3434,457.3415,148.7062,445.9547,150.5215,463.7262,163.5593,443.4074,163.4932,469.6339,181.1700,439.7439,180.3324,466.2167,196.5470,436.7778,195.3994,458.9299,197.4616,445.6508,196.7555,460.4675,223.4542,442.1231,224.1103,462.4327,242.9570,442.7588,249.0063,451.3543,163.1319,443.9505,159.0927,462.9848,159.2133,436.4406,179.1952,470.5981,179.5661,441.9141,180.0235,470.6756,181.5733,435.5491,195.4263,465.3192,195.7011,435.7990,195.4604,468.2012,196.8598,441.3938,191.9470,456.6161,192.5988,452.7451,189.2083,459.6790,189.4527,439.9148,221.5987,463.0232,222.0975,447.1005,223.0380,454.9316,222.5648,440.2203,248.8997,464.9481,242.6390,443.9541,249.5574,460.4564,243.3498,435.9317,253.3522,465.7109,248.5806,436.9353,252.9504,461.6398,249.2077,437.6389,253.8463,459.1076,250.7225,464.1026,242.5662,444.9910,251.8416,456.6748,158.2327,455.5623,184.2165,457.5248,176.1191,458.0728,167.5663
73643,0,449.6807,149.5924,450.7476,147.8903,446.1177,148.3269,455.7736,147.9697,444.8348,149.8517,462.3004,162.6377,441.9606,162.9679,468.6167,180.2573,437.0939,180.0910,465.3913,196.0436,434.3447,195.3899,457.2909,197.0872,444.3426,196.7090,459.0637,223.9992,441.7215,224.1206,461.6958,242.5985,442.6575,248.8439,450.0936,162.4504,442.6925,158.5443,461.1566,158.2132,433.5014,179.0479,469.2995,178.6636,439.0085,180.0196,469.6253,180.6378,433.0088,195.2192,464.3034,195.2981,433.3766,195.4116,467.4117,196.1185,440.5334,191.2238,454.9532,191.8675,451.4929,188.9781,458.1152,189.2395,439.3241,221.5490,461.5053,222.5535,446.6564,222.8473,453.7133,223.1186,439.9130,248.8527,464.2206,242.2648,443.8658,249.4283,459.7008,243.0698,435.6835,253.4921,464.9228,248.4751,436.7984,253.2252,460.7765,249.4682,437.5276,254.1991,458.0639,251.2522,463.2836,241.8813,444.8116,251.8136,454.9545,157.8716,454.1763,183.7276,456.0789,175.6329,456.4694,167.1122
