sync_index,person_id,Nose_px,Nose_py,L_Eye_px,L_Eye_py,R_Eye_px,R_Eye_py,L_Ear_px,L_Ear_py,R_Ear_px,R_Ear_py,L_Shoulder_px,L_Shoulder_py,R_Shoulder_px,R_Shoulder_py,L_Elbow_px,L_Elbow_py,R_Elbow_px,R_Elbow_py,L_Wrist_px,L_Wrist_py,R_Wrist_px,R_Wrist_py,L_Hip_px,L_Hip_py,R_Hip_px,R_Hip_py,L_Knee_px,L_Knee_py,R_Knee_px,R_Knee_py,L_Ankle_px,L_Ankle_py,R_Ankle_px,R_Ankle_py,sternum_px,sternum_py,rshoulder_px,rshoulder_py,lshoulder_px,lshoulder_py,r_lelbow_px,r_lelbow_py,l_lelbow_px,l_lelbow_py,r_melbow_px,r_melbow_py,l_melbow_px,l_melbow_py,r_lwrist_px,r_lwrist_py,l_lwrist_px,l_lwrist_py,r_mwrist_px,r_mwrist_py,l_mwrist_px,l_mwrist_py,r_ASIS_px,r_ASIS_py,l_ASIS_px,l_ASIS_py,r_PSIS_px,r_PSIS_py,l_PSIS_px,l_PSIS_py,r_knee_px,r_knee_py,l_knee_px,l_knee_py,r_mknee_px,r_mknee_py,l_mknee_px,l_mknee_py,r_ankle_px,r_ankle_py,l_ankle_px,l_ankle_py,r_mankle_px,r_mankle_py,l_mankle_px,l_mankle_py,r_5meta_px,r_5meta_py,l_5meta_px,l_5meta_py,r_toe_px,r_toe_py,l_toe_px,l_toe_py,r_big_toe_px,r_big_toe_py,l_big_toe_px,l_big_toe_py,l_calc_px,l_calc_py,r_calc_px,r_calc_py,C7_px,C7_py,L2_px,L2_py,T11_px,T11_py,T6_px,T6_py
73371,0,476.0675,149.5408,478.3411,147.4587,473.9303,147.7259,480.4590,148.3631,470.0748,149.0917,485.4054,162.3146,464.8208,161.5099,489.4119,177.5876,457.4794,174.4534,490.8781,191.7165,454.7726,183.0199,479.1371,192.1150,466.7541,191.9440,477.5169,217.2686,465.6932,216.4313,474.3286,237.4180,466.1106,236.1609,474.9851,161.2902,466.0801,157.5146,484.7952,158.2470,454.7865,172.9134,491.7247,176.4767,457.9237,175.6947,489.0360,177.8024,454.6246,182.0736,491.0428,191.4690,453.1544,183.7489,492.1345,191.9297,466.1606,186.9906,480.2939,187.1442,470.5287,185.1090,476.8715,185.1559,463.3785,214.2018,480.3221,215.2096,470.4514,214.8588,473.4299,215.1085,463.5969,235.9075,476.9561,237.3590,467.2931,236.5574,473.1152,238.0137,461.1842,240.2903,479.3057,242.3955,463.3680,240.5946,477.2698,242.1818,464.7482,241.8894,475.8445,243.1051,473.4164,239.1935,466.5653,237.1481,475.3181,157.2837,473.7945,180.3909,474.4385,173.1606,475.1657,165.6919
73372,0,476.1339,149.6499,478.3305,147.5419,474.0369,147.8337,480.7105,148.3486,470.3639,149.1363,485.6913,162.5665,465.0031,161.6503,490.0673,177.7488,457.0791,173.9728,491.0946,192.0961,455.0340,179.2588,479.4281,192.3021,467.2323,192.0443,477.9691,217.0994,465.9356,216.7244,474.6024,237.2563,466.3648,236.1459,475.4524,161.6732,466.3620,157.6081,485.0815,158.5411,454.3086,172.1449,492.4520,176.6702,457.3403,175.7136,489.7413,177.9183,455.1923,177.8912,491.4152,191.8744,453.0102,180.2296,492.2750,192.3517,466.8585,187.2217,480.8634,187.5897,470.6387,185.1920,476.9878,185.3792,463.7002,214.5541,480.7585,215.1561,470.7870,215.3003,473.7068,215.3896,463.7740,235.8980,477.3189,237.1567,467.6247,236.5845,473.4167,237.8856,461.5735,240.2757,479.5606,242.4066,463.7847,240.5087,477.4684,242.1103,465.2151,241.7359,475.9027,243.1595,473.7588,238.9953,466.7181,237.1298,475.4911,157.1423,473.9931,180.4143,474.3742,172.9797,475.1212,165.5536
73373,0,476.5286,149.8497,478.6981,147.7881,474.4115,147.9383,480.9672,148.7590,471.0094,149.0932,485.5325,162.3655,465.6774,161.2672,490.3203,177.4312,457.9910,172.9544,491.7985,191.4698,456.2344,176.4397,479.3764,192.1701,467.3755,191.8074,477.8429,216.8504,465.9082,216.1627,474.2005,237.5203,465.8623,235.7693,475.8194,161.4523,466.7979,157.3066,484.9200,158.4097,455.2106,171.5046,492.7431,176.1870,458.5506,174.1368,489.7606,177.5573,455.8793,175.0422,492.2242,191.1014,454.3952,177.7778,493.1415,191.6469,467.0752,186.6726,480.8646,187.1963,471.1597,184.6261,477.4261,184.9341,463.6033,213.9933,480.8181,214.7626,470.8274,214.5194,473.5603,214.7082,463.3899,235.3839,476.9149,237.3760,467.0219,236.1743,473.0564,238.0480,460.6795,240.1015,479.4927,242.3154,462.8643,240.4009,477.3156,242.1915,464.3130,241.8141,475.7709,243.3437,473.7228,239.1624,466.4388,236.7837,475.6990,157.2925,474.3858,179.9259,474.6964,172.8895,475.3412,165.7092
73375,0,478.5945,149.7989,481.1381,147.6978,477.1229,147.6922,482.7633,148.9710,472.6241,148.8698,486.6911,162.7162,466.4377,160.7992,490.5075,177.9316,456.8399,171.3995,492.3237,191.8041,453.1956,172.2404,479.7060,192.8242,467.5292,192.2098,477.6728,217.8269,464.8907,217.2218,474.4913,237.8220,464.9729,235.2615,477.2415,161.8879,468.0172,156.9378,485.9894,158.8204,454.5672,169.3285,493.1334,176.6826,457.1272,173.0034,489.9732,178.4601,452.7657,170.8754,492.9639,191.1262,451.5421,173.2766,493.5380,192.1664,467.5050,187.6331,481.9614,188.2196,469.9964,185.1919,476.5120,185.4691,462.6035,215.4612,480.4816,215.6089,470.1450,216.2557,473.7033,216.1594,462.3046,234.8602,477.1357,237.5672,466.2473,235.6379,473.3596,238.4606,460.0227,239.8297,479.6155,242.9419,462.4238,240.5543,477.3491,243.0227,464.0590,242.0548,475.8903,244.1764,473.3534,239.2821,465.3105,235.3130,476.1038,157.1953,473.6694,180.4949,473.9988,172.9392,475.0388,165.6089
73376,0,478.5119,149.9390,481.1417,147.8329,477.0514,147.8046,482.6876,149.0816,472.4100,149.0281,486.7221,162.8758,466.4094,160.6932,490.4906,178.0565,455.2383,170.6536,492.5944,192.0521,455.7468,169.6596,479.8554,192.5146,467.6767,192.0073,477.8832,217.5784,464.9349,216.7319,474.4103,237.7185,464.8855,234.9175,477.1965,161.9506,467.8901,156.9978,485.9063,158.9768,453.3202,168.2188,493.0991,176.7710,455.3161,172.5531,489.9991,178.5510,455.9563,168.4453,493.2316,191.4693,453.6531,170.5422,493.7732,192.3956,467.6963,187.5611,482.1232,188.0174,469.7401,185.1637,476.2285,185.3758,462.4988,214.9282,480.6155,215.3851,470.2563,215.9993,473.8787,215.8674,462.2086,234.4805,477.1170,237.4591,466.1387,235.3559,473.2323,238.2839,459.7892,239.4118,479.7012,242.6614,462.1324,239.9653,477.5806,242.6980,463.6579,241.5045,476.2163,243.7080,473.3117,239.1675,465.1103,235.0038,475.9782,157.2775,473.3619,180.4716,473.7449,172.8966,474.9138,165.7060
73377,0,478.4179,149.8257,481.0195,147.6799,477.2188,147.6634,482.3492,148.8564,472.5418,148.8172,486.5332,162.8108,466.1337,160.4961,490.3485,177.9334,455.0640,169.9039,492.7471,192.0335,456.9078,167.0815,479.6549,192.5789,467.5465,192.0529,477.9061,217.3672,464.9826,216.5087,474.0224,237.4466,463.8326,234.6560,477.4464,161.6259,467.6449,156.7744,485.8118,158.9632,453.4072,167.3392,493.0391,176.7155,455.0908,171.8223,489.5891,178.3851,457.0322,165.7002,493.7031,191.5469,455.4141,167.5960,493.6332,192.3689,468.0570,187.4468,482.3746,187.9215,469.4638,185.3165,475.8813,185.5557,462.6226,214.7146,480.6813,215.1143,470.3189,215.8841,473.9942,215.7115,461.2601,233.9605,476.7571,237.2438,465.1467,235.1340,472.9022,237.9824,458.9106,238.8061,479.5804,242.2590,461.3853,239.4398,477.8626,242.2391,463.0221,241.0394,476.6532,243.2143,472.6516,239.2261,463.9224,234.5304,475.6088,157.2006,473.2049,180.7470,473.2591,173.1837,474.3747,165.7468
73378,0,478.2010,149.7947,481.1498,147.7291,477.1868,147.7970,482.5989,148.9563,472.4157,149.0209,486.6421,162.8771,465.8322,160.3643,490.4926,178.0172,455.4913,169.0357,493.3218,192.0828,455.7023,166.4324,479.5269,192.4151,467.3576,192.0942,477.7556,217.6532,464.4883,216.8397,473.6726,238.1017,462.8258,234.7168,477.6372,161.8490,467.7702,156.8241,485.9768,159.0507,453.5753,166.5105,493.2280,176.8050,455.3225,171.0494,489.7744,178.4979,456.1649,164.8990,494.2098,191.6069,453.4274,167.0552,494.1773,192.3936,468.4272,187.8612,482.5478,188.1636,468.9733,185.3601,475.4956,185.5318,462.1065,215.0658,480.4907,215.3971,469.8861,216.3007,473.9050,216.2141,460.1304,233.9530,476.1716,237.9122,464.2522,235.2428,472.6889,238.6316,457.7493,239.0248,479.4179,242.6664,460.4126,239.8368,477.9376,242.5787,462.1487,241.5015,476.8437,243.4946,472.0709,239.9825,462.5168,234.6724,475.9460,157.1035,472.9624,180.7503,472.9861,173.0716,474.2306,165.5715
73379,0,478.5500,149.5696,481.4529,147.4620,477.7761,147.5172,482.5060,148.7423,473.0708,148.7393,486.4051,162.7875,466.0668,160.0062,490.3419,177.9112,454.8582,167.8862,493.3126,192.1109,460.8078,160.1977,479.5434,192.6315,467.3939,192.0794,477.4916,217.7141,464.1424,216.6512,473.8808,237.8577,461.6665,235.1643,477.6972,161.4381,467.7904,156.5266,485.7281,158.9057,452.6596,165.0814,493.1233,176.6699,454.9901,170.0570,489.4327,178.3950,460.6884,159.1796,494.3267,191.6527,459.5544,160.4166,494.1627,192.4169,468.5669,187.6436,482.8060,188.0223,468.7824,185.4204,475.2710,185.7434,461.8165,214.6968,480.2693,215.3404,469.5554,216.1797,473.8090,216.0563,459.0069,234.4196,476.4176,237.6909,463.1103,235.6629,472.8395,238.4436,456.4990,239.5308,479.5357,242.3558,459.1659,240.1942,478.2119,242.4071,460.8174,241.7599,477.1599,243.3786,472.2550,239.6779,461.2710,235.3703,475.3718,157.1520,472.8327,180.8381,472.7217,173.2019,473.7561,165.7334
73380,0,478.3062,149.5460,481.2318,147.5210,477.3169,147.5102,482.4112,148.8610,472.4883,148.9026,486.0934,162.6192,466.2148,160.0486,490.4337,177.8879,454.4643,166.7240,493.7305,192.1914,460.8090,157.6250,479.4904,192.5045,467.2995,191.9416,477.3527,217.9276,463.8205,216.5838,473.8138,238.0423,460.3071,236.4981,477.5609,161.2308,467.8845,156.6113,485.4306,158.7549,452.6386,163.9028,493.2964,176.6821,454.4831,168.8799,489.5193,178.3718,460.5224,156.8679,494.6976,191.7648,459.1112,157.9012,494.5636,192.4928,468.8064,187.4778,482.8128,187.9191,468.5066,185.4241,474.9740,185.8132,461.5932,214.6352,480.1884,215.5493,469.1508,216.0503,473.7334,216.2378,457.5229,235.7059,476.1675,237.8386,461.9407,236.9347,472.7958,238.6205,455.0648,240.7140,479.5851,242.4300,458.2367,241.1456,478.2571,242.5135,460.0797,242.5298,477.1693,243.5128,472.2272,239.6889,459.8770,237.3134,475.1185,157.1844,472.6584,180.8237,472.4678,173.1413,473.4985,165.5864
73381,0,478.3308,149.4787,481.4138,147.4770,477.5098,147.4437,482.4480,148.7914,472.4858,148.7485,485.8490,162.4956,466.2604,160.0389,490.3467,177.9970,454.8449,165.7414,493.6558,192.1324,461.4357,156.3402,479.2583,192.3624,467.1110,191.7921,477.6651,217.5005,463.8766,216.4642,473.8334,237.7327,460.2106,236.2991,477.5509,161.0885,467.7269,156.7079,485.2687,158.6631,452.8046,162.9354,493.1224,176.6636,454.9106,167.8102,489.4876,178.3663,461.1043,155.5876,494.6674,191.5502,459.8223,156.4684,494.3850,192.3268,468.7779,186.9576,482.5001,187.7623,468.2623,185.2854,474.5543,185.7281,461.5297,214.6428,480.3684,215.1249,469.0386,215.9432,473.9916,215.8781,457.5273,235.4838,476.1627,237.5042,461.8828,236.7114,472.8473,238.3608,455.2269,240.3824,479.6330,242.0984,458.6038,240.9863,478.3536,242.1441,460.4686,242.4356,477.3265,243.1838,472.0949,239.4299,459.5875,236.6991,475.0067,157.1132,472.3613,180.6594,472.1699,173.0249,473.3140,165.5788
73382,0,477.4720,149.5814,480.5625,147.5588,476.6623,147.4573,481.8493,148.9072,471.6136,148.7326,485.4211,162.4143,466.1112,159.9387,489.9670,177.5306,454.5573,164.3363,492.1509,176.5440,461.6616,154.5842,479.2052,192.6880,466.9285,192.0324,477.5853,217.7488,463.3706,216.4889,473.8323,238.3583,458.8234,236.9673,477.1038,161.1606,467.6300,156.5455,484.7347,158.6504,452.9199,161.6148,492.7284,175.6173,454.3766,166.2926,489.0268,177.9580,461.3810,154.0141,493.3668,176.5261,459.8912,154.6476,492.8210,177.1324,468.7789,186.9507,482.5058,188.0294,468.1536,185.4499,474.5520,185.8134,461.1099,214.4222,480.1785,215.3824,468.5482,216.2394,473.8396,216.1003,455.9724,236.2308,476.1215,238.0732,460.5045,237.4231,472.7723,238.8999,453.8877,240.9841,479.6861,242.5836,457.5634,241.7657,478.7042,242.7109,459.4943,243.2441,477.9232,243.8783,471.9890,240.1049,458.0810,236.9420,474.5608,157.2569,472.2705,180.7562,472.0570,173.1756,472.9748,165.8808
73383,0,477.4821,149.6009,480.3508,147.5725,476.3423,147.4236,481.8032,148.8621,472.2766,148.5855,485.0364,162.2715,466.5220,159.5445,489.6345,177.7221,455.7363,163.1195,,,463.4202,152.7887,478.6991,192.6088,466.7162,191.8074,477.5133,217.5082,462.8431,216.2652,473.9556,238.1717,457.4008,238.2657,476.9612,161.0604,468.0459,156.3098,484.4542,158.3802,453.8120,160.0383,492.5236,175.4734,455.5874,165.0798,488.5130,178.1574,463.0717,152.0142,495.5597,191.6514,461.6451,152.5286,,,468.6597,186.8069,482.0373,188.0393,467.5735,185.3079,473.8825,185.7989,460.5295,214.0639,480.0953,215.0197,468.1243,216.0996,473.9130,216.0276,454.7448,237.5561,476.2317,237.7989,459.1289,238.6493,472.8130,238.7297,452.6079,242.1314,479.8068,242.5138,456.4380,242.7206,479.0189,242.6541,458.5309,244.2715,478.3621,243.9361,472.0732,239.8081,456.3904,239.0621,474.6770,157.1662,471.7616,180.6061,471.7580,172.8416,472.5633,165.5614
73384,0,476.7754,149.3449,480.0678,147.3854,476.0435,147.2816,481.2850,148.7888,471.9432,148.2929,484.5068,162.7050,466.3305,158.9586,488.8849,178.0775,456.0093,161.8181,494.2926,191.3858,463.0595,150.1447,478.4976,192.3953,466.3087,191.6075,477.3432,217.7158,462.1564,216.3294,473.7797,238.2932,456.6131,238.3976,476.5127,160.8283,467.8045,155.8898,484.0229,158.6821,454.0233,158.8562,491.8905,176.2272,455.7489,163.7470,487.5908,178.5825,462.9706,149.8008,495.6199,190.4316,461.3246,149.6338,494.7311,191.9888,468.3387,186.7728,481.9621,187.7823,467.0719,185.3988,473.4893,185.9158,459.7719,214.1732,479.8823,215.4140,467.4877,216.2788,473.5761,216.5046,453.9988,237.7141,476.0552,237.9225,458.3960,238.8365,472.7157,238.9271,451.8064,242.1760,479.7373,242.6114,455.6545,242.6491,479.0671,242.8406,458.0100,244.0552,478.5351,244.1181,471.9446,239.8382,455.3540,239.2705,473.8514,157.3479,471.4027,180.7146,470.9607,173.0891,471.7271,165.8297
