sync_index,person_id,Nose_px,Nose_py,L_Eye_px,L_Eye_py,R_Eye_px,R_Eye_py,L_Ear_px,L_Ear_py,R_Ear_px,R_Ear_py,L_Shoulder_px,L_Shoulder_py,R_Shoulder_px,R_Shoulder_py,L_Elbow_px,L_Elbow_py,R_Elbow_px,R_Elbow_py,L_Wrist_px,L_Wrist_py,R_Wrist_px,R_Wrist_py,L_Hip_px,L_Hip_py,R_Hip_px,R_Hip_py,L_Knee_px,L_Knee_py,R_Knee_px,R_Knee_py,L_Ankle_px,L_Ankle_py,R_Ankle_px,R_Ankle_py,sternum_px,sternum_py,rshoulder_px,rshoulder_py,lshoulder_px,lshoulder_py,r_lelbow_px,r_lelbow_py,l_lelbow_px,l_lelbow_py,r_melbow_px,r_melbow_py,l_melbow_px,l_melbow_py,r_lwrist_px,r_lwrist_py,l_lwrist_px,l_lwrist_py,r_mwrist_px,r_mwrist_py,l_mwrist_px,l_mwrist_py,r_ASIS_px,r_ASIS_py,l_ASIS_px,l_ASIS_py,r_PSIS_px,r_PSIS_py,l_PSIS_px,l_PSIS_py,r_knee_px,r_knee_py,l_knee_px,l_knee_py,r_mknee_px,r_mknee_py,l_mknee_px,l_mknee_py,r_ankle_px,r_ankle_py,l_ankle_px,l_ankle_py,r_mankle_px,r_mankle_py,l_mankle_px,l_mankle_py,r_5meta_px,r_5meta_py,l_5meta_px,l_5meta_py,r_toe_px,r_toe_py,l_toe_px,l_toe_py,r_big_toe_px,r_big_toe_py,l_big_toe_px,l_big_toe_py,l_calc_px,l_calc_py,r_calc_px,r_calc_py,C7_px,C7_py,L2_px,L2_py,T11_px,T11_py,T6_px,T6_py
73616,0,520.4940,158.4047,500.5974,154.2133,505.9529,156.3715,517.0301,153.6198,518.7421,159.2653,529.8724,193.9393,540.2882,193.5952,536.4621,243.4585,536.3192,233.7539,511.7710,287.4585,512.0635,266.7939,522.8704,281.3868,536.0242,279.3010,489.1460,342.7346,546.7923,352.1000,458.3989,396.8572,561.1061,420.5267,522.4058,193.1058,539.3853,182.1139,527.5711,181.5784,532.6726,231.0930,529.2712,240.2164,541.7144,234.3158,539.7873,244.4282,507.7855,265.7852,507.4244,285.8341,515.4028,267.2961,512.6161,288.3413,522.2598,264.9471,504.8999,266.5560,551.9763,261.3923,546.6877,263.6549,545.8621,344.9791,487.0648,341.0711,537.0151,348.6728,496.6936,337.6830,566.9464,418.9558,456.5409,400.0957,557.7082,421.1294,460.3262,396.1096,550.1403,423.7438,440.0051,406.6648,535.7739,421.0462,437.7297,396.4201,524.9664,421.4285,432.3870,392.5422,463.6666,408.0256,571.7318,429.0052,549.2110,177.4841,547.3516,247.2050,555.5002,224.6719,556.8637,201.6074
73617,0,516.6745,159.5071,496.3934,154.8584,502.0342,156.8741,512.6820,154.6786,514.1731,159.9169,525.6416,194.8528,535.8823,193.5891,530.2953,244.3023,531.9753,232.8846,508.3710,289.6576,508.3106,266.0148,520.1160,281.6809,533.4343,279.4921,484.4629,342.6291,545.4187,351.2232,449.4066,392.4531,557.8619,417.6340,518.5079,193.9711,534.5922,182.2365,522.5435,182.6754,529.1427,230.3453,523.3669,241.5552,538.0733,233.4733,532.4762,244.8367,504.1276,264.9315,505.0138,288.2046,511.8961,266.4135,509.6257,290.5600,520.0701,265.4922,502.6012,267.4818,547.7162,260.8518,541.9104,263.4108,544.4876,343.4903,483.0078,341.3797,535.9994,348.0673,492.4395,337.4445,563.1825,415.8199,447.5544,395.7369,554.8656,418.4749,451.4692,391.6239,549.9960,421.9192,431.0684,401.6404,536.1288,419.8232,428.4878,391.4466,527.6462,420.8695,424.8464,388.0056,452.6193,402.7637,567.7991,426.0204,543.4355,177.8718,542.1852,247.1532,548.7244,224.9837,550.1038,201.8446
73619,0,509.3124,160.9438,488.9065,156.0306,495.3927,158.1325,503.7170,156.1923,508.2352,161.2659,517.7949,197.2108,527.0236,194.6425,525.4721,246.2134,520.1377,233.8558,504.9268,290.5549,493.9503,265.5275,515.8272,283.6113,527.7061,280.9640,481.0028,343.9669,542.5257,352.7163,442.4374,392.1369,558.2900,418.7880,509.8993,195.2891,526.8672,183.5019,515.1171,184.8420,516.4510,231.6577,515.4379,242.6550,525.9110,234.3559,529.3590,247.1330,490.2753,264.5580,501.4553,288.9959,496.9185,266.1664,506.5070,291.6157,512.1346,266.4041,496.5749,268.9153,543.6645,263.0321,537.4889,265.8274,542.0033,345.1135,480.1096,342.8768,531.3852,348.1437,488.8804,338.4525,564.2625,417.1641,440.3186,395.3323,554.3981,419.4192,444.4005,391.4056,545.5711,421.7656,424.2516,400.3597,531.8982,419.6928,420.5441,390.0243,524.6984,420.8418,417.1116,386.5702,447.1345,402.8455,570.4012,427.4255,536.9069,179.7204,537.4588,249.1193,543.6075,227.1286,544.5798,204.2766
73620,0,502.6718,161.0335,480.5018,156.3988,487.0341,158.4038,494.9742,156.3555,500.8637,161.2812,509.9522,196.8328,522.9135,194.3248,520.9347,246.3705,514.7742,233.1870,498.9218,291.4194,486.6161,264.4550,510.4291,282.9052,522.3365,280.1768,473.8509,342.0310,538.0749,351.2586,441.7117,391.9190,558.2840,417.0239,502.9185,194.8793,521.7834,182.9436,506.6310,184.7042,511.4487,230.8347,510.3865,243.2982,520.3640,233.7776,525.1915,247.1363,481.9153,263.6268,494.0425,290.0240,490.0087,265.3698,500.6436,291.9588,505.4786,265.8929,488.3004,267.8358,540.3731,262.8105,534.5695,265.5088,537.3554,343.5552,472.5447,340.6182,526.5040,347.2820,482.7933,336.6169,563.8893,415.3740,439.6313,394.7820,554.1408,417.6710,443.4575,391.4826,546.5995,420.8740,422.8522,400.4282,533.4868,419.3775,419.4167,390.7247,525.8235,420.9018,415.7826,387.4351,447.0971,402.4190,569.9666,424.7819,531.7821,179.7273,532.9312,249.1404,539.5055,227.0238,540.9206,204.2955
73621,0,496.4044,161.3111,474.5485,156.7526,480.8642,158.6662,488.2285,156.4930,494.4503,161.3089,503.7620,196.2586,517.5548,193.9935,512.5132,245.6850,510.9973,232.3527,490.8644,290.1561,485.4633,263.2342,502.2450,281.4970,516.1221,278.7253,469.2169,341.7301,529.4256,349.5578,440.9756,392.6892,555.5045,415.6726,497.1767,194.8225,516.5537,182.8151,500.7508,184.4656,507.5863,229.6104,503.1275,242.3472,517.1036,233.2803,516.1188,246.2651,480.2872,262.1360,486.0767,288.7930,489.5244,264.3459,491.5312,290.5476,499.9512,264.4196,480.5955,266.5676,533.4296,262.1866,527.3994,264.6662,528.2541,341.5394,466.8902,339.9076,517.4913,345.5080,477.9055,336.3840,561.8908,414.0641,438.9309,395.2834,550.6427,416.2293,442.7981,392.2655,544.4947,420.4640,422.2012,401.0680,530.1550,418.9711,417.9242,392.0705,521.6367,420.4796,413.5852,388.9418,449.4691,403.6160,569.4243,423.7537,525.4752,179.5724,526.8492,248.4881,533.4888,226.2547,534.1759,203.5800
73622,0,488.7537,160.7281,466.9382,155.7841,474.0395,157.8629,482.0304,155.5443,485.9548,160.6455,495.0638,195.0432,508.6225,192.9119,504.1111,243.8532,505.3839,230.9100,488.5474,290.0040,480.9799,262.3149,497.2129,280.8998,511.6132,278.2543,465.2790,341.8153,522.4365,347.9658,439.4627,393.6635,553.2179,414.3424,488.9591,193.5979,507.5786,182.0519,492.2222,183.2232,501.5408,228.3100,494.4432,240.5248,510.6011,231.5652,509.5474,244.4729,476.1941,261.3811,482.8059,288.4346,483.8281,263.2520,489.7506,290.1657,494.1480,263.3673,475.7975,265.9036,527.4947,261.5651,521.0078,264.0047,521.5953,339.7081,462.2367,339.5813,512.1479,344.5371,473.1037,336.4629,560.5267,412.8399,436.7891,395.9604,548.6937,415.1634,441.3040,393.3844,545.5356,420.1781,421.1346,402.3493,530.3955,418.6175,417.6959,393.5844,521.6871,420.2629,413.1722,390.1894,447.0384,404.5014,566.9119,422.4138,517.2081,178.6403,520.4676,247.5058,526.6785,225.4557,526.6380,202.5953
73623,0,479.1602,158.9739,461.1420,153.9535,467.8828,155.7428,475.2968,153.8571,479.1791,158.1447,486.4192,193.6420,499.9991,190.6868,495.4581,242.2791,498.3199,228.4900,477.4340,286.1230,474.7337,260.3894,488.9166,278.3218,500.7513,274.9214,461.6932,339.9518,506.0222,343.6723,438.4949,392.9398,546.6982,409.5134,480.4388,191.7045,500.0981,179.7230,482.3750,181.9609,495.1626,225.6254,483.5273,238.6928,503.5790,229.1556,501.8149,242.9564,469.7120,259.4271,471.3274,284.3900,477.6556,261.2715,479.1689,286.7659,485.3261,260.3678,467.6039,263.4425,516.7428,258.8346,511.6318,261.5556,506.0133,336.2811,458.3906,338.0037,495.0098,340.5860,468.2962,334.3456,553.8765,407.6229,436.6369,395.7483,542.6475,410.8678,439.2586,392.4107,542.8514,417.3022,419.4159,401.9379,527.7933,417.2141,415.3798,393.0886,519.3636,419.9531,410.7549,390.0816,446.1690,403.7646,559.7973,415.7689,509.0366,176.8737,512.8647,245.3071,519.9415,223.7934,518.5304,201.0807
73624,0,470.6204,157.7035,455.9991,152.8137,461.8782,154.2877,469.7278,152.5725,474.3434,157.0667,478.9062,192.2489,494.6679,188.7126,489.0064,240.8317,491.8677,226.3017,471.0021,285.4861,470.1581,258.4036,484.4068,277.4123,493.0607,273.2163,460.2042,340.7658,496.4507,340.7498,440.6924,394.8201,547.2185,407.8266,475.7104,190.0686,494.4023,177.6421,475.7864,180.4336,489.1674,223.7263,477.4570,237.4744,496.9675,226.2984,496.0534,241.6251,464.8621,257.8218,465.9202,283.7777,472.0152,258.9706,472.0457,285.9181,477.3611,258.0378,464.5414,261.8818,508.6737,257.2108,504.9961,260.2517,495.2015,332.9505,457.6142,339.2003,486.3378,338.3928,464.0870,334.2332,553.7458,405.8591,439.1831,397.8428,543.0266,408.9842,441.9919,394.5586,542.1705,415.5845,422.2141,404.3924,527.8894,415.7761,417.3088,395.1165,521.0568,419.1892,413.0056,392.0399,449.9976,406.2209,561.6736,414.8031,501.7515,175.5461,504.9676,243.8114,510.8771,222.2514,509.6258,199.7630
73625,0,470.4222,155.7969,450.3184,151.5355,455.9879,152.8627,465.2495,151.4898,466.3059,155.3846,473.0218,190.3190,487.6647,187.3835,479.1041,238.1661,488.8033,225.1004,455.8363,279.5224,466.2125,257.1409,476.9003,275.0406,485.5484,270.8936,452.2184,340.4786,480.3476,337.4624,441.1775,395.4415,536.5675,398.9695,469.4822,188.4789,487.0983,176.8498,469.7315,178.5979,485.9724,222.0160,472.5024,234.8004,493.8378,225.1394,484.6562,238.7135,460.9209,256.2067,452.9844,278.0043,469.1234,257.9254,456.9740,280.0079,470.4190,256.3837,458.8066,260.0325,500.8641,254.3398,496.2357,257.3443,480.5312,331.1617,449.5328,338.1197,473.8870,335.9380,457.8708,334.8964,540.3168,396.5184,439.1193,398.5107,534.1425,400.4097,442.1824,394.7167,535.0882,410.5171,422.4237,405.2047,525.3189,413.2060,419.2616,396.5105,521.1880,417.9362,414.3087,393.6033,449.1049,406.0781,546.5146,400.4348,494.7754,174.7690,496.9149,241.4955,503.2728,220.4240,503.0372,198.6841
73626,0,465.3194,155.4573,444.8515,151.2279,451.5720,152.7183,458.8805,150.4425,461.4460,155.0591,466.4324,189.3982,483.1144,185.9158,471.3725,237.2044,485.4314,223.6252,448.9251,278.2855,465.4363,255.8684,471.4208,274.3505,481.4887,269.9054,451.2806,341.2491,473.3509,334.0487,442.4465,396.9588,526.4916,393.6458,464.2189,187.7152,481.8373,175.3540,463.6095,177.7561,482.6918,220.3140,463.9248,233.1950,490.6085,223.8189,476.0153,237.8323,460.1035,254.6956,446.5877,276.6131,468.5508,256.7365,449.3916,278.8591,466.6070,255.0966,453.7304,258.8617,496.0628,254.2214,491.5967,257.1460,474.9195,328.6824,448.0589,338.6734,467.2259,333.5911,456.4193,334.8574,529.8823,390.7789,440.8027,400.8638,524.5693,395.3075,443.6158,395.7655,527.2629,405.5387,422.8377,406.4423,517.9382,409.5839,420.0539,397.9319,513.3755,414.7173,415.9536,395.0076,449.2167,407.7318,534.9430,393.2043,488.1898,173.7700,492.1168,241.1473,498.2486,220.2491,496.9454,198.2264
73627,0,460.7331,154.3914,441.8858,150.2758,447.5511,151.4943,454.0983,149.6025,456.6297,153.7087,460.9377,188.6655,480.0813,185.1888,464.0292,236.3313,481.6701,222.0322,440.3249,277.0805,463.4968,254.7642,466.4047,273.2132,477.4954,268.7724,448.8882,341.0904,462.1936,329.4072,442.0677,396.9309,512.0343,385.9848,459.6136,186.6600,478.8390,174.5336,457.0126,177.1423,479.4976,218.6618,456.2294,232.5859,486.0353,222.2239,469.3557,237.1107,458.4210,253.6010,438.0180,275.6144,466.7519,255.4844,440.6087,277.6926,463.5080,253.7181,448.1191,257.1945,492.3159,253.3176,486.9269,256.0698,462.9526,324.2076,446.2614,338.5546,455.1574,329.8436,452.6964,334.2267,513.8168,382.7057,440.5560,401.2172,510.3388,388.0044,443.0921,395.5748,515.2943,398.2430,423.0803,406.9282,504.7623,402.5105,417.9194,397.5080,498.6616,407.2924,414.1651,395.0026,449.4953,407.8655,523.9909,386.3455,483.2220,173.2039,488.3891,240.1232,495.5089,219.4643,493.2020,197.3185
73628,0,455.5031,153.5456,436.7290,149.5147,442.6366,150.7265,448.4593,148.8400,451.4922,153.1407,455.4785,187.4015,476.9865,183.5547,456.4763,235.5359,478.8508,220.5270,431.5745,275.5996,461.2146,254.2484,459.8279,271.9133,473.6910,267.0574,447.6504,340.8089,449.2124,325.1213,439.5069,395.1757,494.5469,381.0062,454.6974,185.6075,474.8030,173.1702,452.0683,175.7776,477.8103,216.9775,449.4823,231.8522,481.9319,220.4436,460.8752,236.3363,456.2492,253.2124,428.8299,274.0324,464.2775,254.5818,432.0294,276.3204,459.1904,251.9581,440.7867,255.9324,485.6243,251.0776,478.6356,254.0734,452.0861,321.1626,444.9409,338.0116,441.2774,325.4587,450.2447,333.0898,499.5458,378.3882,439.6041,399.4913,491.6807,382.6917,440.8895,394.2201,494.0043,391.6453,425.0855,407.3972,481.1317,394.4309,419.0565,397.8645,472.2992,398.2680,414.9033,394.9323,448.1659,405.9743,506.9184,383.0838,478.1210,172.3311,480.8117,238.2914,488.1059,218.0872,487.4222,196.3602
73629,0,449.6207,152.7185,429.8159,149.1460,437.2500,150.5685,441.9704,148.1400,450.1330,152.7215,449.1467,185.5859,475.9562,183.3802,447.3319,232.9210,481.9392,222.0683,422.0142,272.1552,464.3441,255.0445,455.2724,270.5549,467.2679,265.7605,444.4064,339.4506,440.9301,322.3492,441.2705,395.5196,483.2066,376.8498,450.4738,184.0749,473.6740,173.0291,446.6786,174.3054,480.7305,218.5714,440.6144,229.2166,485.7466,221.9921,450.6975,233.7030,458.9163,254.0463,419.6775,270.6330,468.5140,255.5821,422.8920,272.9842,455.0626,251.1320,436.1877,254.8544,481.3172,250.3272,474.1056,253.0322,443.9618,318.3794,442.4238,336.3359,433.2206,322.7516,445.6600,331.0461,488.5350,374.0250,440.0755,398.5727,480.2515,378.6770,440.6182,393.9714,480.5129,387.6281,424.0106,407.2759,467.5893,389.7618,419.0956,398.2706,458.6385,392.9213,414.6351,395.2488,449.5171,405.7080,492.9179,380.3538,475.3105,171.3143,476.1584,237.6341,484.3146,217.5438,482.9573,195.5301
73630,0,448.6445,152.1292,430.7115,148.8691,436.5516,149.8949,442.4253,148.1085,449.2384,152.1363,447.5966,185.4293,472.9666,182.6598,445.8931,232.7735,478.8899,221.8771,420.0507,271.2336,461.2221,254.4419,456.1335,269.6381,466.8164,264.2539,442.0471,338.2902,437.4373,321.2562,441.7961,393.9218,478.6553,379.7889,448.9502,183.8049,471.0125,172.4710,445.3156,174.3716,477.2489,218.2345,438.3607,228.7859,483.0900,221.4671,449.9212,233.7754,455.9896,253.5641,417.6455,269.4541,464.6427,254.7360,420.2145,271.9496,454.7995,249.9497,436.4860,254.2313,479.7756,249.1696,473.5141,252.3142,440.2582,316.7425,440.4530,335.2753,430.1491,321.2222,443.8277,329.9445,482.9878,377.1701,440.3490,396.7075,476.0495,381.1044,441.5133,392.7366,475.2193,388.9866,423.8017,405.6328,462.4458,389.7187,418.6712,397.1121,454.6201,392.9257,414.1548,394.3621,450.8061,404.1193,488.7640,383.8013,472.8574,170.9445,474.9896,236.6370,481.9828,216.8777,480.1395,194.8512
73631,0,443.1310,151.7161,429.4344,148.8307,434.3260,150.0942,438.4947,147.4588,446.2500,152.6066,443.2434,184.7629,470.1163,182.9568,439.2102,231.5739,477.5964,222.4083,414.8069,268.9385,461.0398,255.0232,452.7999,268.4951,463.3990,263.4720,438.1145,338.1116,429.8703,319.0038,440.3486,396.2961,459.4223,380.6166,445.7602,183.6296,467.8043,172.6900,440.0270,173.6319,476.5789,218.7591,430.6554,227.3163,482.7999,222.1808,442.9030,232.6327,455.7702,253.8381,412.4558,267.0498,464.7249,255.3005,413.9905,269.5868,452.7957,249.2580,432.9015,253.1940,479.0308,249.1750,472.7537,251.8293,432.3394,314.2920,436.2758,334.8199,422.0913,318.9388,441.0861,330.0737,466.2164,379.3431,436.5448,398.6201,456.5406,381.8205,440.7239,395.0726,458.7144,388.5138,422.0764,407.5379,447.3605,388.7165,417.0846,398.8881,439.5108,391.1130,412.5968,395.8432,449.8126,406.8280,468.9326,386.9015,468.8303,170.8061,474.6151,236.3723,480.9851,217.0234,477.9883,194.8689
73632,0,440.5444,153.1033,424.7849,150.2222,430.7573,151.4704,434.0369,148.5508,442.8266,154.0399,438.4409,184.8171,465.7889,183.5936,432.5892,230.6797,470.6164,223.1082,408.1535,266.9609,454.6822,256.0063,449.9399,268.3101,458.6234,263.0150,437.6500,337.6124,422.8795,317.8936,441.6870,396.8457,445.9616,379.8219,441.1277,183.6611,463.3304,173.3038,435.4947,173.6678,469.7191,219.7369,424.0979,226.6278,475.1477,222.5392,436.9797,232.0587,450.8033,255.2548,405.6474,264.8981,457.7428,256.2940,406.8631,267.7867,447.5267,249.1810,430.9617,252.9512,473.3441,248.5579,468.1383,251.3295,425.4791,312.4798,435.8481,334.2069,415.6662,317.4182,439.8368,329.0415,451.1726,378.6118,438.7582,399.5680,442.7817,381.2151,442.5287,395.7809,440.8923,384.6664,423.0029,406.8536,428.5694,382.9283,419.0698,398.4471,421.3958,385.0078,415.5406,396.2454,450.7001,407.1184,453.9450,386.9502,463.4467,170.7993,469.3502,235.8988,476.0227,216.3791,473.4103,194.4619
73633,0,435.8601,152.3997,418.7104,149.4802,424.9827,150.9475,428.3342,148.3092,439.0990,153.5013,433.6863,184.6891,464.3735,183.6140,427.5006,230.4052,474.9520,223.4677,399.7505,265.3281,461.5648,256.7482,444.6406,268.6026,453.9220,262.7165,435.7804,338.0202,415.7572,316.8676,439.2657,395.9543,426.9556,375.2390,437.3573,183.7061,462.3544,173.3112,431.8465,173.6520,473.2424,219.9750,419.0211,225.9878,477.5417,222.8588,432.1903,231.6838,457.2671,256.0370,397.0192,263.0797,464.7804,257.0038,399.2108,266.3854,441.8184,248.6275,425.1986,253.2810,468.7010,248.7579,463.7036,251.6134,418.9794,311.3003,433.4145,334.5595,409.3352,316.7772,437.0019,329.5523,431.5357,373.5796,436.7978,398.7633,423.8703,376.5041,439.4649,394.6376,420.3863,379.0681,421.4777,406.5402,411.0835,377.7952,417.7712,398.8431,404.1108,379.5840,414.2077,396.7120,447.5958,405.1112,434.5578,382.7341,459.1333,170.4626,464.5012,236.6320,471.5045,216.8068,469.2212,194.2991
73634,0,425.6655,153.3694,411.9269,150.2456,418.0540,151.5313,420.7495,148.9434,429.3622,153.7826,424.4911,184.6807,453.0726,183.5763,416.4563,229.4634,465.3096,222.2906,385.0007,262.1599,453.9681,255.6027,434.3979,268.2167,443.4774,262.2971,433.0943,337.3800,410.5383,316.5092,440.0410,395.6007,400.4771,369.8923,428.0438,183.5477,451.3901,173.2704,422.3443,173.8485,461.5741,218.7829,407.7201,225.2112,466.7209,220.9012,420.5611,231.0038,450.4688,255.0848,381.8591,259.8367,457.1093,255.7921,383.8928,263.3230,432.3862,248.2595,416.1550,253.2856,457.9121,247.7260,451.9128,250.5807,414.0114,310.6271,429.9648,334.0405,403.7130,316.0982,435.6630,329.2463,405.2481,368.6197,437.7426,398.2200,397.0965,370.8379,441.2844,394.4576,393.9101,371.3109,420.8233,406.2323,383.7817,368.8086,415.2329,398.2577,375.9918,369.3229,411.2269,395.8015,448.8994,403.7318,405.0272,378.0686,449.2284,170.9650,452.1414,235.4465,458.0798,215.9035,457.3807,194.5631
73635,0,421.1188,154.5290,407.5840,151.2884,413.0305,152.5853,416.9701,149.8684,426.2553,155.3020,419.0279,184.8874,448.7075,184.9078,408.1770,229.1553,464.3914,224.0742,377.3835,261.2481,453.1458,256.6263,427.9857,268.6404,436.1551,263.1637,431.9311,336.9067,407.4408,317.1922,438.6833,395.2817,387.4989,366.4024,425.2863,183.9943,447.6322,175.0486,418.1799,174.4756,458.5815,220.2321,400.8842,224.9246,465.7153,223.4434,411.6334,230.3919,450.1266,256.0851,375.3357,258.8774,456.5478,257.0299,375.8753,262.3044,426.1284,248.6518,411.5972,253.5909,449.0093,248.3529,443.3554,251.2884,409.9829,310.8943,428.5095,333.6453,403.1162,317.1128,433.0869,329.0961,390.9049,364.9627,436.1895,397.1539,384.8389,367.4387,438.2754,394.2018,381.3589,366.1709,417.5437,405.3262,374.3276,363.7984,413.9152,398.4221,368.5889,364.1141,409.1551,395.6711,447.2076,402.9281,390.6506,375.0962,445.6110,172.1491,444.7703,236.1587,451.1274,216.9243,451.7583,195.4268
73636,0,420.3352,155.3557,404.0815,152.0684,410.8911,153.2680,412.7747,150.9576,425.4597,156.1592,413.4713,185.8825,444.4442,184.8999,399.7770,228.8262,457.8853,223.6474,368.5319,260.0272,448.5002,256.7825,420.7676,268.6960,432.5891,263.6204,429.4383,337.6649,402.2093,317.5225,438.5301,395.8797,376.7405,362.8165,421.6883,185.0598,443.9076,175.4930,414.4804,175.5232,456.4892,220.3448,392.9719,224.4617,460.3613,222.9862,403.1812,230.5663,444.9016,256.2111,366.9666,257.5843,451.6262,257.0441,366.8546,261.2142,420.3421,249.2700,406.5303,254.1975,444.4700,249.0014,436.4740,251.1620,405.8999,311.4215,426.0139,334.1281,398.8399,317.3451,431.5215,330.1511,380.5503,361.8253,436.0073,397.7622,374.0156,363.7343,438.7402,394.6831,371.0666,361.3711,416.3312,405.0045,364.3094,358.0043,413.0510,397.9849,358.8420,357.7238,409.5201,395.6721,446.3878,402.9310,378.7576,372.6682,439.6596,172.5372,439.6416,236.6055,445.0227,217.2411,445.4115,195.4922
73637,0,416.9508,156.1341,401.6643,153.2684,407.7902,154.4622,407.8675,152.3920,421.4719,156.9192,408.7332,186.6781,439.8316,185.7943,393.2332,228.5480,453.2098,224.5324,366.1214,259.2368,438.7790,256.2638,416.4497,267.2359,427.2671,262.7948,425.7455,334.8524,396.0176,314.8007,438.4138,394.9415,372.1767,360.7602,417.3350,186.0306,439.8406,176.5180,409.8942,176.3167,452.2343,222.2665,386.3902,224.5449,456.0413,223.3294,396.0341,229.7109,435.3168,255.9710,364.6753,256.7563,443.1410,256.8122,363.9793,260.2497,414.9681,249.0917,402.4377,253.6863,439.9262,248.2139,432.0674,249.8315,399.2900,309.2074,423.3273,331.9645,393.4061,315.0420,427.4410,327.4680,376.0307,359.7938,436.2732,397.2021,369.6842,361.5016,438.5682,393.9621,366.3383,359.4027,419.1579,405.4515,360.1904,355.7817,414.4731,397.9981,355.1942,355.2964,411.2176,395.9261,446.5605,402.0533,374.2062,370.8183,434.8566,172.9650,435.0266,235.8563,439.2123,216.2790,440.1818,194.9645
73638,0,410.6146,157.7694,394.4874,154.4056,402.0901,155.9469,402.8973,153.9023,420.1423,159.6961,404.2251,187.3833,433.1386,186.4812,386.4458,227.7790,446.0606,224.2413,364.0869,258.7740,424.7143,254.1239,413.2568,267.3752,422.9498,262.9821,421.7131,334.5072,392.5098,314.3248,436.8304,394.5453,370.1589,361.2668,410.8355,186.8133,432.2178,177.0512,403.7496,177.0148,442.0527,221.7491,381.4557,223.8180,448.5887,223.2318,388.1316,229.3491,419.9115,253.4519,362.2305,255.9833,430.0188,254.4964,362.0431,259.7925,410.3533,250.0820,398.1212,254.2706,436.2340,248.3950,429.3593,250.6130,395.7562,309.0783,418.5629,331.3914,388.0400,314.5896,423.3170,327.6515,374.5553,360.3558,435.3140,396.6656,367.4932,361.8177,436.9485,393.7059,365.9917,360.2527,417.9754,405.3679,358.6552,356.4421,412.8581,398.2360,352.9726,355.9962,409.4776,396.2517,445.9535,401.6513,372.9093,371.1450,430.1711,173.7047,431.7452,236.4534,436.2235,216.8656,435.7960,195.9723
73639,0,409.7021,158.8460,392.8950,155.3295,400.7272,156.8303,401.4443,154.5530,412.2390,159.6355,402.8419,188.0306,430.8505,188.0879,386.1009,228.4102,443.0413,224.8202,359.5207,257.9112,426.5410,256.3608,410.2177,267.1096,420.6149,263.1673,419.2092,333.7062,389.3710,314.5580,436.3348,394.2101,370.9688,363.2400,408.0060,187.5675,429.5937,178.2089,402.2290,177.7404,439.1991,222.2208,380.0320,224.3010,445.0046,223.8883,388.5069,230.1704,423.3989,255.9919,357.7180,255.1171,429.4034,256.7056,357.8537,259.2438,409.1517,249.7371,394.4285,253.8750,431.5610,248.5096,425.7383,250.9884,392.4972,308.9512,415.7059,330.4367,384.2239,314.5143,420.9040,327.4724,374.9987,362.1493,434.8226,395.9589,368.0485,364.0926,436.0497,393.2411,365.1197,362.9346,417.8271,404.8926,357.5011,359.8907,413.1487,399.0725,351.4865,359.8900,410.0229,398.0598,444.4439,400.1986,374.3331,372.5539,426.1332,175.2945,426.6317,236.7830,432.3285,217.4061,432.5118,197.0825
73640,0,405.7220,159.2598,388.8523,155.9537,396.9927,157.3801,397.0261,154.8554,407.1452,159.9296,398.6370,188.4156,428.8436,188.9221,382.7168,228.9338,440.3095,226.1734,358.1780,257.5594,423.9041,256.6213,401.9035,266.2098,411.7069,261.8720,411.9143,332.0027,384.6422,314.1858,435.6181,393.4633,368.9910,363.7133,403.5342,188.0743,426.5703,178.8116,397.3229,178.2000,437.6161,223.4400,376.4544,224.6077,441.3172,224.9079,385.7221,230.8899,421.7141,255.9320,356.4486,254.8672,426.8424,256.7532,356.5475,258.9620,402.4961,249.2698,387.9447,253.0655,426.9228,248.5704,419.5236,250.6481,387.9259,308.7925,408.0866,328.7866,380.6561,314.1562,413.7962,326.2073,373.5755,362.8884,433.5977,394.9262,365.9847,364.6392,435.3486,392.5812,363.1761,364.6765,417.8867,404.1033,354.7456,361.6218,413.1331,398.4497,348.3729,361.6455,409.9416,397.4156,443.2969,398.9335,372.9187,372.9568,421.3727,175.2603,421.1572,236.8151,427.2224,217.8558,428.4655,197.5365
73641,0,401.7322,158.5111,386.0194,155.4671,393.0434,157.2336,391.9319,153.4836,402.1789,159.2968,392.1876,186.5253,421.2599,187.9569,378.2618,227.4617,432.7481,225.4454,354.7202,257.9054,422.2154,257.4077,398.0403,265.6531,405.9296,260.8573,403.6750,329.5222,382.0427,313.6082,434.1027,391.1738,367.7790,363.2966,397.9832,186.1262,419.8900,177.8953,392.1120,176.3081,432.5612,222.6138,372.6989,223.2660,435.5267,225.1848,381.8837,229.3155,419.4293,256.5453,353.8816,255.4961,426.0191,257.7097,353.1016,259.0665,396.9856,247.8680,384.2491,252.2798,419.4106,247.1706,412.7862,248.9854,385.3254,307.9562,400.1176,326.6745,377.8139,313.2209,406.5678,324.1979,373.1846,362.8116,431.6928,392.2548,364.5181,364.2364,434.5748,390.5816,362.2727,365.1492,418.2053,403.1247,352.8008,361.9288,413.7830,398.5203,346.2536,362.0391,410.4533,398.3830,442.1834,395.6400,372.2870,372.4319,413.9159,174.0170,414.1795,235.3668,418.5718,216.4341,418.5660,195.7831
