sync_index,person_id,Nose_px,Nose_py,L_Eye_px,L_Eye_py,R_Eye_px,R_Eye_py,L_Ear_px,L_Ear_py,R_Ear_px,R_Ear_py,L_Shoulder_px,L_Shoulder_py,R_Shoulder_px,R_Shoulder_py,L_Elbow_px,L_Elbow_py,R_Elbow_px,R_Elbow_py,L_Wrist_px,L_Wrist_py,R_Wrist_px,R_Wrist_py,L_Hip_px,L_Hip_py,R_Hip_px,R_Hip_py,L_Knee_px,L_Knee_py,R_Knee_px,R_Knee_py,L_Ankle_px,L_Ankle_py,R_Ankle_px,R_Ankle_py,sternum_px,sternum_py,rshoulder_px,rshoulder_py,lshoulder_px,lshoulder_py,r_lelbow_px,r_lelbow_py,l_lelbow_px,l_lelbow_py,r_melbow_px,r_melbow_py,l_melbow_px,l_melbow_py,r_lwrist_px,r_lwrist_py,l_lwrist_px,l_lwrist_py,r_mwrist_px,r_mwrist_py,l_mwrist_px,l_mwrist_py,r_ASIS_px,r_ASIS_py,l_ASIS_px,l_ASIS_py,r_PSIS_px,r_PSIS_py,l_PSIS_px,l_PSIS_py,r_knee_px,r_knee_py,l_knee_px,l_knee_py,r_mknee_px,r_mknee_py,l_mknee_px,l_mknee_py,r_ankle_px,r_ankle_py,l_ankle_px,l_ankle_py,r_mankle_px,r_mankle_py,l_mankle_px,l_mankle_py,r_5meta_px,r_5meta_py,l_5meta_px,l_5meta_py,r_toe_px,r_toe_py,l_toe_px,l_toe_py,r_big_toe_px,r_big_toe_py,l_big_toe_px,l_big_toe_py,l_calc_px,l_calc_py,r_calc_px,r_calc_py,C7_px,C7_py,L2_px,L2_py,T11_px,T11_py,T6_px,T6_py
73371,0,598.7413,148.1861,591.6152,140.8283,587.8688,143.2224,607.8931,142.7504,595.9171,148.5692,604.9966,189.1575,596.7270,188.1730,598.4239,242.6344,580.1959,226.1955,572.8100,289.9293,543.0136,246.7223,594.8432,289.4404,583.2933,281.9946,571.5450,368.4465,574.8496,356.8978,572.1723,432.9365,589.4473,424.9943,591.8193,186.3228,599.7076,175.7346,604.9134,175.1813,578.5199,221.3243,587.3247,238.0113,586.2923,230.4473,604.0944,243.9046,540.0881,243.7243,568.9274,288.5006,545.9730,248.7644,574.6759,291.6084,559.7122,263.1446,573.9884,270.0740,608.1158,264.7652,614.2744,267.6383,573.9751,347.9884,575.3011,364.8968,571.7092,354.7582,566.5193,356.6160,590.2376,421.6634,576.2431,437.3736,587.2504,426.9052,568.0695,432.0553,570.8146,426.6146,562.0364,452.5824,558.5158,425.8330,545.4236,443.0150,549.7689,428.4212,536.6839,440.9908,587.8427,443.2448,600.0718,432.2612,621.5966,173.8895,609.3650,250.1452,620.3902,227.0840,625.3642,202.2622
73372,0,598.9687,148.5167,594.5275,141.0391,590.3456,143.4824,607.8775,142.6164,598.1638,148.5972,603.7761,189.9588,596.2835,188.5741,591.9697,242.6831,576.8578,224.4693,572.9856,291.4069,535.5232,235.5043,594.3320,290.1254,579.2116,281.8706,573.8365,368.8755,566.6769,355.9807,571.6579,432.5484,587.2908,424.5252,591.2071,187.4919,598.6126,175.9591,604.6314,176.1400,576.3667,218.9030,581.7083,238.2840,582.3251,230.0863,596.1362,243.6479,530.9486,231.3085,568.9911,290.1191,539.6482,238.2862,575.0725,293.2523,556.0350,263.5606,573.5960,271.7022,605.3848,264.7226,613.7968,268.3771,565.2947,347.2517,578.3176,365.8685,565.3331,354.8657,565.4443,357.4830,588.6562,421.3156,575.3339,436.8193,584.8002,426.5627,567.5073,431.7984,568.1055,426.0881,562.4851,453.1344,556.6791,425.4048,546.0900,443.2803,547.6140,427.7267,537.0220,441.3672,586.6499,442.5820,598.0336,431.7021,621.5587,173.3858,607.7166,250.0869,619.5514,226.4019,624.6624,201.7614
73373,0,594.7494,149.0963,593.5926,141.7352,588.4296,143.7294,606.4596,143.9310,594.3093,148.3212,603.2029,189.2559,593.1381,187.2185,591.0137,241.5078,572.4583,221.2113,568.7822,288.8408,525.8940,226.9854,591.0924,289.1365,574.0950,280.4055,576.9187,368.7306,559.7068,352.4852,572.1294,433.1102,586.7818,422.5718,588.4190,186.6451,596.6521,174.9159,603.5195,175.6915,574.3707,216.9593,579.9139,236.4454,576.1722,225.0300,595.0627,242.2553,525.2971,223.0734,564.4958,287.0462,529.7571,230.7782,570.0411,290.3296,554.9534,261.8181,572.5228,270.2419,599.0111,262.2195,606.8373,266.0960,558.9069,343.9488,579.3827,364.8401,558.3468,350.6889,568.8688,355.9988,587.0930,418.7415,575.9985,437.2955,584.9380,424.5826,567.9414,432.0547,569.7376,425.1093,563.4182,453.0762,558.9563,424.8193,548.7846,444.3431,550.9214,428.0920,540.5670,443.1106,583.9440,442.1619,596.0814,429.5893,618.0702,173.7888,602.8807,248.0251,616.2524,225.8665,621.6084,202.1232
73375,0,590.9243,148.3578,587.0346,140.7453,580.2388,142.2280,604.3362,144.0778,590.1728,147.1959,601.3077,190.2929,588.8124,185.5552,588.4113,243.0573,563.9470,215.9883,569.5753,290.4104,531.6286,215.7483,589.3860,291.2297,568.2786,280.8268,580.7941,372.9085,547.9991,352.0816,568.8018,433.3298,583.6235,418.9346,587.1343,187.8709,592.8882,173.5039,603.0441,176.9193,564.7025,210.0332,579.2562,238.2134,565.1971,220.7210,592.0844,245.2042,533.6825,212.1743,566.4538,287.8032,533.4432,218.5828,570.5235,292.4651,551.2933,264.3598,569.4673,273.6141,596.0713,263.3514,605.6025,267.4627,547.1382,344.8986,584.4668,368.7717,543.7018,352.0000,570.2554,361.2072,584.0506,414.9504,573.5789,437.3857,581.5993,420.8874,564.4081,432.5694,569.4949,423.4681,565.3676,456.1289,557.8954,424.4510,552.8754,448.6760,549.5452,428.0752,544.1445,447.3280,581.3272,441.1923,594.8980,423.0904,619.1924,173.4120,600.5463,249.4972,614.8991,225.8598,620.5307,201.7412
73376,0,591.9341,148.8257,586.2936,141.2022,579.9356,142.6146,602.6550,144.5052,590.9676,147.7471,600.8873,190.8293,589.9980,185.2703,589.5316,243.6135,566.9936,213.9886,565.0353,290.6700,521.3227,208.1464,588.0842,290.0369,567.5053,280.1372,580.8386,372.2641,543.3191,349.4651,569.5444,433.1409,584.7567,418.0901,586.2310,188.0463,595.0120,173.7496,603.1714,177.4768,568.9187,207.1251,579.5738,238.5531,568.3027,219.5347,592.9063,245.6202,522.7872,204.9598,561.1899,288.2860,525.1585,210.7164,567.0673,292.8229,550.1383,264.0437,568.3672,272.8410,595.6589,263.1344,605.4774,267.0419,542.2697,342.0674,584.9404,368.2378,538.7442,350.0499,570.0823,360.3498,585.0348,413.9488,573.7511,437.0527,582.5232,420.1510,564.9273,432.0104,569.0990,421.7869,565.7939,455.4390,555.3440,421.4484,553.2671,448.0392,546.2351,424.7802,544.5686,446.3709,580.8544,440.5877,597.3704,422.6470,618.8324,173.7027,599.9123,249.2837,614.7867,225.6854,619.3472,202.0102
73377,0,591.3712,148.4928,586.2838,140.7444,578.4432,142.1416,603.3753,143.8482,590.0415,147.0570,601.6490,190.6494,588.6578,184.6496,589.7626,243.1702,562.6949,211.5505,567.2473,291.0477,517.5468,200.9676,585.5352,289.7538,562.8843,279.5228,581.5737,371.7598,538.8182,347.7148,569.2999,431.6783,575.8959,413.3163,583.8083,186.8841,594.5182,173.0861,603.5633,177.4539,562.8345,204.2791,581.7131,238.5554,562.7230,217.0118,593.5048,245.0035,520.4227,197.3892,563.3558,289.1464,518.6848,202.4205,569.8209,293.1204,546.7150,263.3445,566.9613,272.4123,591.6812,263.0407,602.6781,267.1734,537.3485,340.3473,585.5481,367.5144,535.8500,349.0197,569.8548,359.8757,574.0231,407.8941,574.1619,436.0111,574.4610,415.7722,564.8968,430.6075,558.5726,415.5399,566.4478,454.1294,546.7131,416.1535,553.3381,446.8973,539.3936,420.3122,543.6321,444.9654,580.6541,439.8977,589.8923,417.4405,618.2528,173.5020,596.6786,249.7966,613.1927,226.4661,618.4219,202.1159
73378,0,593.3110,148.4331,587.5132,140.8331,579.6543,142.5519,603.5680,144.0969,590.3572,147.7310,601.4691,190.8633,586.2048,184.2007,590.6781,243.5931,554.6858,208.5818,566.2925,291.3501,520.9473,199.4181,585.9550,289.2113,563.7965,279.7182,582.7810,372.9176,538.1658,348.1890,570.8854,433.9902,575.0076,412.1808,582.4951,187.5415,591.2513,173.1624,603.1430,177.7205,555.5050,201.5437,581.7018,238.9093,554.3787,214.2304,594.0408,245.5016,523.3936,195.3951,562.6094,289.4853,523.3749,201.2458,569.2564,293.3924,544.3363,264.3806,565.9233,273.1339,593.0539,263.2142,603.8640,267.1267,537.5249,341.0767,586.8174,368.6533,535.0647,349.7778,569.9938,361.4856,575.6682,407.2498,576.0298,438.2094,573.4685,414.8526,565.4217,432.6780,560.0297,415.4789,567.4224,455.6756,546.3441,416.2088,553.0499,448.0310,537.8314,420.2304,543.7020,446.1657,583.4535,442.7044,593.3529,417.5051,615.0017,173.0626,596.9660,249.7852,612.0530,225.9771,617.9475,201.5121
73379,0,591.1778,147.6225,585.2020,139.9055,576.2575,141.5392,602.9979,143.4184,586.6775,146.7019,602.0319,190.5945,585.9079,183.0699,592.4348,243.3658,554.1362,205.3085,567.9781,291.7273,505.5910,181.7069,585.6224,289.8953,561.9394,279.4026,582.4331,372.7964,534.5681,346.4877,568.0959,432.4665,564.0871,408.9433,580.8598,186.1502,591.7312,172.2455,603.6291,177.2702,556.9328,197.6587,583.0583,238.5409,551.5063,211.2293,596.1637,245.2844,510.1293,179.1086,564.0059,289.9375,503.6977,182.3489,570.2920,293.6435,540.4485,263.2392,563.9588,272.4758,594.1581,263.4932,606.0333,268.0498,534.0353,338.9646,586.7363,368.2405,530.7247,348.0741,568.2687,360.4524,568.0085,405.2114,573.9481,437.0390,560.4612,410.8202,562.9769,431.3942,551.6312,412.9831,565.8626,454.1841,538.8209,413.4776,550.5013,446.8735,530.8742,417.1995,541.3401,445.3167,580.8013,440.9796,583.0288,415.1737,617.6308,173.3714,598.3514,250.1968,614.0898,226.5467,620.7439,202.2090
73380,0,590.3718,147.6316,583.5826,140.2128,575.6217,141.6830,602.3765,143.8609,586.7213,147.3881,603.3644,190.0889,583.1168,183.0993,591.5335,243.2090,551.5939,201.9137,565.3418,291.7827,505.4255,174.7926,584.8643,289.3213,560.4116,278.7115,581.5077,373.1523,529.4777,344.8053,569.4712,433.4752,559.2187,410.1281,579.4893,185.4501,588.1914,172.4328,605.0557,176.8289,554.2017,194.2609,581.7411,238.4870,548.1216,207.7101,595.6721,245.1689,509.6543,172.8828,560.4216,289.9256,505.7148,175.7495,568.8479,293.8786,539.2542,262.6528,564.3149,272.1857,593.8375,263.3849,605.8365,268.1638,528.7202,337.3785,585.3646,368.5381,528.3753,346.7947,567.3830,360.7588,561.7354,405.7272,575.5962,437.8028,554.2867,411.5586,564.4058,432.4187,543.2746,412.2971,565.6729,454.4368,529.4521,412.2041,550.0711,447.1307,521.6005,415.5211,541.6229,445.8773,581.7682,441.3199,575.7645,417.5177,615.6213,173.4890,597.5193,250.0186,611.7522,226.1341,619.0145,201.6398
73381,0,586.8798,147.4542,580.8293,140.0694,573.2048,141.4608,599.2633,143.6713,585.1761,146.9283,601.1268,189.5993,579.4469,182.9542,590.4507,243.4668,545.1388,198.8319,563.3446,291.2004,508.3021,171.3062,581.7727,288.2447,557.7896,277.7860,578.7806,371.2622,523.9814,343.1429,570.1409,432.6949,544.4507,404.7137,576.8628,184.9073,586.1980,172.7229,602.5206,176.4842,549.5350,191.3791,580.9226,238.3080,541.1276,204.3242,593.0468,244.8668,512.5447,169.3885,558.1540,288.7716,507.5607,171.8693,568.0400,293.0536,537.9821,260.9178,563.0476,271.3694,592.5508,262.7090,604.2360,267.5366,524.0686,336.2598,582.9684,366.6143,525.3033,345.6249,565.2046,359.2432,547.0130,400.4631,576.4206,436.9422,540.5543,406.3843,565.1219,431.8697,529.2399,406.8838,566.2466,453.5725,515.0424,407.2903,551.3308,446.4847,506.8767,410.6057,542.7287,445.4088,581.3561,440.1411,563.1638,411.2730,612.2205,173.2145,596.4479,249.2991,610.6050,225.6310,616.2702,201.4816
73382,0,588.0115,148.0314,585.3850,140.5275,576.9390,141.7042,599.6770,144.2518,585.8500,147.1292,601.5803,189.3758,574.4568,182.5188,581.8093,240.8566,543.8554,194.8970,547.4704,234.4361,507.8896,166.5288,581.2027,289.2207,554.6374,277.9709,577.0015,371.5613,518.2671,341.4606,571.8645,435.3819,522.0521,398.1837,579.4917,185.2727,581.3619,172.1592,602.3179,176.5250,548.2335,187.6909,575.8012,234.0347,538.2950,199.9963,587.2547,242.7252,512.8134,165.0834,545.3482,234.3808,506.8788,166.9826,547.5860,236.5730,535.7239,260.5962,561.7852,272.0770,586.9681,262.4909,601.2663,267.4314,518.2063,333.9685,581.3527,366.9201,520.9821,345.0814,563.8226,359.4931,525.3153,394.3949,578.0427,439.3975,519.1143,400.1981,566.1620,433.9222,507.2594,400.0751,566.3293,455.3500,494.9183,401.7101,551.6389,448.9720,487.3052,405.1677,541.5924,448.0709,581.6010,442.3655,536.3523,401.9527,610.3434,173.7324,592.0827,249.1132,608.1783,225.9208,613.0522,202.3231
73383,0,581.7125,148.1737,578.6902,140.7940,572.3664,141.8005,593.3080,144.2292,577.4158,146.5991,598.2358,188.7986,570.1811,181.1606,589.1132,242.2083,536.2422,191.1552,,,500.4744,161.3254,580.3462,288.5933,553.8051,277.0839,575.5921,370.3133,515.6209,339.8031,570.0642,434.2846,511.9885,397.3188,577.1152,184.8889,577.5661,171.3084,597.6672,175.5506,541.9567,183.0831,586.8123,234.5185,531.0693,196.2818,598.7393,244.5110,506.2233,159.3197,541.4877,286.7976,499.0016,160.9676,,,534.2217,259.9339,562.1850,271.9959,585.0731,261.6391,598.7888,266.8491,516.6273,332.2016,579.7680,365.1953,518.2194,343.6702,561.7487,358.7907,513.0762,393.1691,575.4613,437.7005,509.1076,399.1429,565.6296,433.2237,493.7466,397.5614,564.0562,454.4258,482.9849,399.2195,549.6181,448.4481,476.6429,403.3468,538.6309,447.7310,579.8329,440.8535,524.6888,402.7338,604.2805,173.3085,590.2495,248.3162,604.3353,224.4963,609.2247,201.0918
73384,0,581.8015,147.5685,577.0303,140.3261,570.9508,141.4844,591.5578,144.1893,574.0540,145.8493,597.4344,190.3040,565.3063,179.2975,592.4209,243.6508,525.2217,187.1537,547.9525,286.3272,500.6916,154.3078,577.0679,287.2690,552.2020,276.0897,573.7267,370.3697,513.3238,338.9601,571.0872,434.8307,502.2579,393.8086,574.7116,184.1198,573.2538,170.0098,597.0547,176.6365,533.0583,179.5896,591.4328,237.5465,520.1787,192.1574,599.1709,245.8668,506.1556,153.3676,542.5178,282.7358,499.4500,153.3502,549.8263,288.9645,531.9790,259.4434,559.6408,270.7567,582.5785,261.4683,595.0582,266.6234,515.4006,331.7442,578.0116,365.9103,515.5121,343.0715,559.9555,359.6060,503.1293,389.7806,576.4012,438.2284,499.0803,395.6952,566.6688,434.1196,485.0188,394.0485,563.4478,454.4390,474.1264,395.2817,547.9145,448.5041,466.5071,398.7302,537.3050,448.0631,579.5775,440.7064,514.3781,398.9883,601.8874,173.9970,586.9927,248.2303,601.2780,224.9839,606.4472,201.8485
